日期,上價,中價,下價,平均價,增減%,交易量(公斤),增減%
108/01/24,50.8,44,27.6,42.1,2,"4,236",0
108/01/25,58,47.8,24.9,45.2,7,"3,940",-7
108/01/26,68.6,50.7,31,50.3,11,"3,621",-8
108/01/27,64.4,52.4,39.7,52.3,4,"3,966",10
108/01/29,74.2,57.7,53.9,60.2,15,"4,857",22
108/01/30,71.2,57,49.6,58.4,-3,"4,028",-17
108/01/31,73.7,67.6,50.8,65.4,12,"3,637",-10
108/02/01,69.4,60.9,55.6,61.5,-6,"4,202",16
108/02/02,132.2,72.3,61.4,82.1,33,"3,307",-21
108/02/03,97.4,76.6,61.4,77.7,-5,"4,712",42
108/02/04,100,80.4,38.9,76,-2,"7,148",52
108/02/10,76.1,30.4,16.9,36.8,-52,"9,125",28
108/02/11,68,49.6,30.9,49.5,35,"5,316",-42
108/02/12,45.4,35,24.3,34.9,-29,"7,663",44
108/02/14,52.7,39.5,24.3,39.1,12,"7,670",0
108/02/15,44.3,32.8,18.4,32.2,-18,"8,089",5
108/02/16,50.3,32,18.6,33,2,"8,168",1
108/02/17,45.5,32.5,17.6,32.1,-3,"8,210",1
108/02/18,49.5,35,19.3,34.8,8,"7,246",-12
108/02/19,43.5,29.4,18.6,30,-14,"9,501",31
108/02/22,43.6,25.5,11.6,26.3,-12,"14,673",54
108/02/23,36.7,22.2,11.5,23,-13,"11,372",-22
108/02/24,34.6,24.8,15.4,24.9,8,"8,082",-29
108/02/26,29.7,23.3,16.6,23.2,-7,"8,438",4
108/02/27,32.8,27.3,18.5,26.6,15,"5,960",-29
108/02/28,41.4,30,20.4,30.4,14,"5,282",-11
108/03/01,59,37.7,26.4,39.7,31,"4,582",-13
108/03/02,57.5,43.6,34.3,44.5,12,"4,764",4
108/03/03,56.5,47.6,39,47.7,7,"5,930",24
108/03/05,49.5,44.5,32.1,43,-10,"7,706",30
108/03/06,48.2,42,29.4,40.8,-5,"6,727",-13
108/03/07,49.2,39.4,26.8,38.8,-5,"4,942",-27
108/03/08,45.4,39.3,32.2,39.1,1,"5,130",4
108/03/09,52.8,44.5,36.8,44.6,14,"5,388",5
108/03/10,51.6,44.1,36.2,44,-1,"6,154",14
108/03/12,64.2,54.3,42.9,54,23,"6,949",13
108/03/13,68.7,54.9,41.8,55.1,2,"4,764",-31
108/03/14,70.1,64.5,52.9,63.3,15,"4,850",2
108/03/15,83.8,69.2,50.5,68.4,8,"4,893",1
108/03/16,100.2,73.3,50.8,74.2,8,"4,544",-7
108/03/17,90.9,83,69.2,81.8,10,"5,159",14
108/03/19,90,75.4,57.4,74.7,-9,"6,753",31
108/03/20,92.8,68.1,45.9,68.6,-8,"7,497",11
108/03/21,79,59,36.7,58.5,-15,"6,623",-12
108/03/22,75,56.1,40.5,56.8,-3,"5,427",-18
108/03/23,68.4,55.1,37.9,54.3,-4,"6,721",24
108/03/24,65.5,55,43.9,54.9,1,"7,401",10
108/03/26,68.2,59.5,49.5,59.2,8,"8,694",17
108/03/27,60.3,52.3,40.7,51.6,-13,"8,908",2
108/03/28,60.4,55.1,42.7,53.7,4,"7,489",-16
108/03/29,61.2,50.5,42.4,51,-5,"7,792",4
108/03/30,62.2,52.9,43.8,52.9,4,"9,076",16
108/03/31,60.9,52.1,41.2,51.7,-2,"8,539",-6
108/04/02,55.3,48.3,34.2,46.9,-9,"13,049",53
108/04/03,53.1,47.2,32.9,45.5,-3,"11,270",-14
108/04/04,57.3,48,35.2,47.3,4,"12,036",7
108/04/07,51.7,37.4,24.7,37.7,-20,"18,566",54
108/04/09,54.5,33.8,17.4,34.7,-8,"19,650",6
108/04/10,43.2,28.4,14.2,28.5,-18,"15,124",-23
108/04/11,41.4,25.3,13.2,26.1,-8,"13,863",-8
108/04/12,36,24.6,13.5,24.7,-5,"14,649",6
108/04/13,34.3,24,15.5,24.4,-1,"15,750",8
108/04/14,33.3,24,15.3,24.1,-1,"17,835",13
108/04/16,32,22.1,14.6,22.6,-6,"22,667",27
108/04/17,32.4,24.5,16.8,24.5,8,"13,308",-41
108/04/18,30.7,22.7,16.7,23.1,-6,"15,676",18
108/04/19,31.6,23.2,16.5,23.5,2,"16,036",2
108/04/20,33.5,27.3,20.9,27.3,16,"13,546",-16
108/04/21,31.5,24.9,16.9,24.6,-10,"18,050",33
108/04/23,32.9,21.8,12.9,22.2,-10,"25,372",41
108/04/24,31,21,13.2,21.5,-3,"19,435",-23
108/04/25,31.6,20.1,11.4,20.7,-4,"18,832",-3
108/04/26,28.2,19.5,12.1,19.8,-4,"16,171",-14
108/04/27,32.1,23.6,14.8,23.5,19,"17,741",10
108/04/28,35,26,18.2,26.2,11,"16,722",-6
108/04/30,34,27.7,18.6,27.1,3,"20,284",21
108/05/01,36.4,26.4,13.9,25.9,-4,"16,333",-19
108/05/02,34.7,27,17.7,26.7,3,"16,019",-2
108/05/03,34.1,27.1,18.1,26.7,0,"17,270",8
108/05/04,35.3,28.7,20.8,28.5,7,"18,576",8
108/05/05,36.8,30.2,21.7,29.8,5,"20,781",12
108/05/07,38.4,31.7,24.4,31.6,6,"21,749",5
108/05/08,43.5,35.4,26.8,35.3,12,"13,667",-37
108/05/09,52.2,39,29.7,39.7,12,"11,078",-19
108/05/10,69.6,48.5,35,50,26,"8,743",-21
108/05/11,79,58.8,40.2,59.1,18,"9,542",9
108/05/12,72.3,61.3,40.5,59.3,0,"10,183",7
108/05/14,79,61.4,38.1,60.3,2,"14,280",40
108/05/15,69.5,52.3,32,51.7,-14,"15,314",7
108/05/17,58.1,35.5,18.2,36.5,-29,"22,045",44
108/05/18,56.3,30.1,15.5,32.4,-11,"17,915",-19
108/05/19,48.3,27.6,16,29.4,-9,"18,965",6
108/05/21,38.4,22.6,14.8,24.2,-18,"31,897",68
108/05/22,36.1,24.8,16.6,25.4,5,"20,754",-35
108/05/23,33,23.9,15.7,24.1,-5,"20,097",-3
108/05/24,35.8,28.6,20.9,28.5,18,"16,850",-16
108/05/25,39.5,31.5,23.6,31.5,11,"16,013",-5
108/05/26,46.2,38.7,28.9,38.2,21,"16,884",5
108/05/28,40.7,33.8,27,33.8,-12,"22,762",35
108/05/29,46.9,34.1,24,34.7,3,"18,179",-20
108/05/30,43.4,35.2,24.7,34.7,0,"17,432",-4
108/05/31,42.7,34,23.4,33.6,-3,"17,477",0
108/06/01,42.5,33.4,22.1,33,-2,"18,803",8
108/06/02,42.5,31.5,19.3,31.3,-5,"19,204",2
108/06/04,40.3,28.6,17.2,28.7,-8,"25,656",34
108/06/05,38.4,25.5,15.3,26,-9,"20,186",-21
108/06/06,36.8,22.7,12.9,23.6,-9,"21,034",4
108/06/07,41.6,27.8,12.8,27.6,17,"21,216",1
108/06/08,33.8,25.3,13.6,24.6,-11,"18,614",-12
108/06/11,32.3,22.8,13.4,22.9,-7,"26,185",41
108/06/12,33.5,21.9,11.8,22.2,-3,"24,490",-6
108/06/13,34.8,25.5,15.3,25.3,14,"20,219",-17
108/06/14,34.3,22,10.3,22.1,-13,"21,469",6
108/06/15,42.4,28.7,15.6,28.8,30,"17,141",-20
108/06/16,58.2,36.3,19.6,37.3,30,"15,437",-10
108/06/18,58.5,41,24.2,41.1,10,"19,988",29
108/06/19,59,44,21.1,42.4,3,"16,805",-16
108/06/20,60.8,45,19.3,43,1,"15,636",-7
108/06/21,60.3,43.8,26.2,43.6,1,"14,201",-9
108/06/22,57,40.2,20.1,39.5,-9,"16,757",18
108/06/23,58.2,40.4,26.7,41.2,4,"18,498",10
108/06/25,52.9,36,24.4,37,-10,"24,455",32
108/06/26,49.7,31.7,18.7,32.7,-12,"21,962",-10
108/06/27,45.2,28.2,16.2,29.2,-11,"22,058",0
108/06/28,45.5,29,13.9,29.3,0,"18,844",-15
108/06/29,45.5,32.5,18.3,32.3,10,"17,767",-6
108/06/30,47.9,34.7,21.8,34.8,8,"18,461",4
108/07/02,48.6,35.8,26.9,36.6,5,"22,145",20
108/07/03,47.7,37.8,28.7,38,4,"18,686",-16
108/07/04,52.1,43.2,34.6,43.3,14,"18,210",-3
108/07/05,49.7,37.2,26.6,37.6,-13,"20,290",11
108/07/06,51.7,35.6,23.2,36.3,-3,"20,442",1
108/07/07,48.4,31.6,15.7,31.8,-12,"22,630",11
108/07/09,45.6,30.6,17.7,31.1,-2,"26,010",15
108/07/10,41.8,26.7,14.5,27.3,-12,"22,177",-15
108/07/11,40.6,27.4,16,27.7,1,"18,017",-19
108/07/12,42.5,28.2,16.9,28.8,4,"18,492",3
108/07/13,45.2,33.7,17.9,32.8,14,"16,375",-11
108/07/14,48.8,38.2,25.3,37.7,15,"15,610",-5
108/07/16,49.6,42,32,41.5,10,"20,466",31
108/07/17,59.1,48.8,38,48.7,17,"18,299",-11
108/07/18,54.7,41.2,28.1,41.3,-15,"20,542",12
108/07/19,58,35.4,23.3,37.5,-9,"20,117",-2
108/07/20,53.1,32.3,19,33.8,-10,"21,241",6
108/07/21,45,26.5,14.5,27.8,-18,"23,598",11
108/07/23,43,24.2,13.6,25.8,-7,"26,501",12
108/07/24,40.1,24.2,11.8,24.9,-3,"18,139",-32
108/07/25,38,26.9,12.4,26.2,5,"15,923",-12
108/07/26,39,29.5,17.8,29.1,11,"15,115",-5
108/07/27,43.8,34.2,22.6,33.8,16,"14,661",-3
108/07/28,46.8,39.8,27.6,38.8,15,"15,182",4
108/07/30,45.3,30.9,19,31.4,-19,"25,856",70
108/07/31,45.7,27.1,16.6,28.7,-9,"21,915",-15
108/08/01,40.6,26.3,15.5,27,-6,"20,592",-6
108/08/02,37.6,25.5,15.3,25.9,-4,"19,710",-4
108/08/03,35.3,23.9,14.9,24.4,-6,"24,649",25
108/08/04,35.7,21.6,12.4,22.6,-7,"27,348",11
108/08/06,35,24.6,15.5,24.9,10,"26,058",-5
108/08/07,43.1,32.4,20.7,32.2,29,"16,302",-37
108/08/08,47.1,35.7,21,35,9,"20,180",24
108/08/09,43.7,26.9,11.8,27.2,-22,"19,287",-4
108/08/10,45.9,34,23.5,34.3,26,"15,810",-18
108/08/11,39.9,31.7,18.7,30.8,-10,"19,162",21
108/08/13,40.6,24.9,12.9,25.6,-17,"30,595",60
108/08/14,45.8,31,19.3,31.6,23,"17,267",-44
108/08/15,57.1,34.6,16.1,35.4,12,"21,969",27
108/08/18,59.3,40.8,22.3,40.8,15,"22,689",3
108/08/20,66.9,51.6,30,50.3,23,"20,742",-9
108/08/21,69,48.9,31.2,49.4,-2,"17,918",-14
108/08/22,74,55.6,36.5,55.4,12,"14,823",-17
108/08/23,71.8,52.7,35.1,53,-4,"19,048",29
108/08/24,73.8,52.1,30.3,52.1,-2,"20,892",10
108/08/25,73.3,58.4,40.4,57.8,11,"18,557",-11
108/08/27,68.6,49.9,33.3,50.3,-13,"23,250",25
108/08/28,67.1,42.9,26.1,44.4,-12,"18,233",-22
108/08/29,63.1,45.1,25.3,44.7,1,"15,821",-13
108/08/30,67.5,51.6,31,50.6,13,"13,482",-15
108/08/31,76.2,60.7,44.6,60.6,20,"11,276",-16
108/09/01,76.1,62.2,41.6,60.8,0,"13,375",19
108/09/03,78.2,62.7,40.3,61.3,1,"17,904",34
108/09/04,78.1,56.6,41.6,57.9,-6,"15,121",-16
108/09/05,70.7,49.5,32.2,50.3,-13,"16,914",12
108/09/06,62.8,38.9,24.4,40.8,-19,"19,035",13
108/09/07,57.6,32.9,16.1,34.5,-15,"20,729",9
108/09/08,49.7,30.8,15.6,31.5,-9,"21,820",5
108/09/10,44.2,29.2,19.7,30.3,-4,"27,756",27
108/09/11,42.4,29,18.5,29.6,-2,"21,029",-24
108/09/12,43,28.6,15.2,28.8,-3,"19,105",-9
108/09/13,44.6,36.4,23.4,35.5,23,"22,159",16
108/09/14,40.9,31.1,17.2,30.3,-15,"20,990",-5
108/09/17,34.9,21.6,12.9,22.5,-26,"29,125",39
108/09/18,38.6,24.4,14.9,25.3,12,"22,737",-22
108/09/19,35.5,25.1,14.5,25.1,-1,"22,021",-3
108/09/20,35.2,24.9,14.8,24.9,-1,"22,413",2
108/09/21,35.7,24.9,15.2,25.1,1,"22,656",1
108/09/22,39.1,30.9,22.5,30.9,23,"19,031",-16
108/09/24,42.1,33.4,25.8,33.6,9,"18,826",-1
108/09/25,43,36.8,28.2,36.3,8,"16,532",-12
108/09/26,47.2,39.9,33.1,40,10,"14,657",-11
108/09/27,45.9,38,29.2,37.8,-6,"15,330",5
108/09/28,48.4,35.2,23.7,35.5,-6,"17,185",12
108/09/29,44.6,27.5,14.9,28.4,-20,"21,800",27
108/10/01,40.1,21.1,11.3,23,-19,"26,863",23
108/10/02,35.5,19.3,11.2,20.9,-9,"21,768",-19
108/10/03,29.7,17.1,9.7,18.2,-13,"18,785",-14
108/10/04,28.9,17.4,9.8,18.2,0,"17,475",-7
108/10/05,28.3,19,10.9,19.3,6,"18,647",7
108/10/06,27.4,19.2,12.5,19.5,1,"21,876",17
108/10/08,28.3,20.7,15.5,21.2,9,"23,153",6
108/10/09,25.4,17,10.7,17.4,-18,"23,030",-1
108/10/10,25.1,14.7,8.3,15.5,-11,"23,718",3
108/10/11,22.8,14.3,8.7,14.9,-4,"21,191",-11
108/10/12,22.7,15,9.5,15.4,3,"20,626",-3
108/10/13,23.1,17.5,11,17.3,12,"20,681",0
108/10/15,21.7,14.4,9,14.8,-14,"29,883",44
108/10/16,26.4,20.5,14.4,20.5,39,"20,835",-30
108/10/18,25.2,19.8,14.3,19.8,-3,"20,967",1
108/10/19,28.1,22,14.6,21.7,10,"16,412",-22
108/10/20,31.4,25.5,18.4,25.3,17,"16,015",-2
108/10/22,35.5,28.7,22.2,28.8,14,"14,059",-12
108/10/23,35.2,29.4,23.1,29.3,2,"12,400",-12
108/10/24,36.2,29.1,17,28.1,-4,"13,252",7
108/10/25,36.7,29,18.2,28.3,1,"11,604",-12
108/10/26,35.5,28.5,17.2,27.6,-2,"13,247",14
108/10/27,37.8,30.6,20.3,30,9,"12,860",-3
108/10/29,35.6,29.2,20,28.7,-4,"16,354",27
108/10/30,38,28.7,19.4,28.7,0,"12,597",-23
108/10/31,34.7,27.4,19,27.2,-5,"10,158",-19
108/11/01,33.3,24.8,15.3,24.6,-10,"10,771",6
108/11/02,33.7,25.1,15.6,25,2,"10,857",1
108/11/03,35.2,26.9,17.8,26.7,7,"11,681",8
108/11/05,35.4,28.2,19.7,27.9,4,"14,380",23
108/11/06,36.1,26.6,17.5,26.7,-4,"13,391",-7
108/11/07,36.2,26.9,20.1,27.4,3,"11,045",-18
108/11/08,33.7,25.8,19.5,26.1,-5,"11,541",4
108/11/09,33,26,20,26.2,0,"12,297",7
108/11/10,33.1,27.1,20.5,27,3,"13,202",7
108/11/12,33.3,27.3,21.2,27.3,1,"12,956",-2
108/11/13,46,34.2,25.3,34.8,27,"8,871",-32
108/11/15,38.7,31.4,23.2,31.2,-10,"11,329",28
108/11/16,47.2,37.3,26.2,37.1,19,"8,510",-25
108/11/17,41.6,33.4,22.8,33,-11,"9,822",15
108/11/19,41.5,31.2,20.2,31.1,-6,"12,999",32
108/11/20,40.5,28.1,16.8,28.3,-9,"10,634",-18
108/11/21,37.8,25.5,16.2,26.1,-8,"9,572",-10
108/11/22,35.6,21.8,10.9,22.4,-14,"10,020",5
108/11/23,33.5,20.5,7.8,20.6,-8,"12,086",21
108/11/24,32.7,20.6,11.9,21.3,3,"11,283",-7
108/11/26,32.9,21.1,12.7,21.8,2,"11,810",5
108/11/27,32.6,24.7,17.9,24.9,14,"7,802",-34
108/11/28,35.3,27.3,19.5,27.3,10,"6,629",-15
108/11/29,37.5,29,20.2,28.9,6,"6,526",-2
108/11/30,39.5,31.4,21.4,31,7,"6,386",-2
108/12/01,42,35.2,23.7,34.2,10,"7,273",14
108/12/03,42.2,35.8,25.7,35.1,3,"8,103",11
108/12/04,43.3,37.1,25.7,36.1,3,"7,536",-7
108/12/05,44.9,38.2,25.5,37,2,"6,443",-15
108/12/06,50.8,41.3,30.8,41.1,11,"5,255",-18
108/12/07,61.4,48.6,34.5,48.3,18,"5,038",-4
108/12/08,73.2,54.5,40.1,55.4,15,"4,919",-2
108/12/10,73.5,59.9,44.3,59.5,7,"6,920",41
108/12/11,76,67.5,49.9,65.7,10,"5,688",-18
108/12/12,75,66,50.1,64.6,-2,"4,246",-25
108/12/13,74.6,65,43.9,62.7,-3,"4,199",-1
108/12/14,82.4,67.6,45.8,66.2,6,"4,036",-4
108/12/15,92.1,72.7,52.6,72.6,10,"4,057",1
108/12/17,87.6,72.5,47.3,70.5,-3,"5,707",41
108/12/18,86.1,68.5,35,65.3,-7,"5,149",-10
108/12/19,75,54.1,29,53.3,-18,"5,381",5
108/12/20,75.8,54.8,25.3,53.1,0,"4,273",-21
108/12/21,59.6,45.6,24.8,44.3,-17,"5,320",25
108/12/22,65.9,33,11.7,35.3,-20,"7,252",36
108/12/24,59,32.7,17.8,35,-1,"7,071",-2
108/12/25,49,29.2,14.9,30.3,-13,"6,097",-14
108/12/26,41.4,28.7,15.5,28.6,-6,"5,363",-12
108/12/27,39.3,28.4,14.8,27.8,-3,"5,193",-3
108/12/28,43.7,33.3,20,32.7,18,"4,204",-19
108/12/29,44.8,33,22.7,33.3,2,"5,420",29
108/12/31,51.8,39.5,27.1,39.4,18,"6,803",26
109/01/01,48.8,37.6,27.2,37.8,-4,"6,065",-11
109/01/02,52,39.9,21.9,38.7,2,"5,527",-9
109/01/03,48,38.3,21.7,36.9,-5,"4,933",-11
109/01/04,51.3,39.9,27.6,39.7,8,"5,026",2
109/01/05,58.1,41,26.1,41.5,5,"5,310",6
109/01/07,57.1,47,30.6,45.8,10,"5,921",12
109/01/08,58.7,46.6,28.9,45.4,-1,"4,810",-19
109/01/09,60.8,48.3,30,47.2,4,"4,939",3
109/01/10,61.2,47.9,32.1,47.4,0,"4,279",-13
109/01/11,65.8,51.7,38.6,51.9,9,"4,166",-3
109/01/12,63.4,52.1,36,51.1,-2,"4,753",14
109/01/14,69.6,52,25.7,50.2,-2,"6,256",32
109/01/15,64.2,51.9,32.8,50.5,1,"4,470",-29
109/01/16,63.2,52.3,35,51,1,"3,603",-19
109/01/17,66.5,55,29.7,52.2,2,"3,340",-7
109/01/18,67.5,56.4,41.7,55.7,7,"3,586",7
109/01/19,68.9,57.5,28.5,54,-3,"5,080",42
109/01/21,70.8,50.2,14.6,47.2,-13,"9,301",83
109/01/22,71.2,43.3,11,42.4,-10,"4,880",-48
109/01/23,68,57.4,25.5,53.2,25,"10,204",109
109/01/24,43.4,22,5,22.8,-57,"4,297",-58
109/01/30,67.6,41.6,22.2,42.9,88,"6,945",62
109/01/31,58.1,42.3,29.4,42.9,0,"5,174",-26
109/02/01,75.2,55.2,37.3,55.7,30,"5,226",1
109/02/04,71.6,58,40.5,57.2,3,"5,370",3
109/02/05,75,67,39.6,63.1,10,"4,059",-24
109/02/06,78.9,68.8,40.4,65.1,3,"3,800",-6
109/02/07,75.8,64.1,29.1,59.4,-9,"4,685",23
109/02/08,80.5,72.1,51.3,69.6,17,"4,570",-2
109/02/11,76,64.2,41.3,62,-11,"7,174",57
109/02/12,78.1,62,31.5,59.1,-5,"5,029",-30
109/02/13,68,51,29.4,50.1,-15,"5,042",0
109/02/14,66.9,40.2,22.2,41.9,-16,"5,899",17
109/02/15,56.1,43.4,28.3,42.9,2,"5,976",1
109/02/16,51.1,42.3,24.7,40.6,-5,"5,919",-1
109/02/18,52,43.9,26.3,42,3,"6,794",15
109/02/19,54.5,46,34.8,45.5,8,"4,656",-31
109/02/20,56.1,45.4,20,42.5,-7,"4,827",4
109/02/21,62.1,50.3,24.4,47.5,12,"4,394",-9
109/02/22,69.8,55.1,36.6,54.3,14,"3,967",-10
109/02/23,77.7,62.4,48.8,62.7,15,"3,762",-5
109/02/25,72.2,60.9,35.6,58.1,-7,"5,758",53
109/02/26,79,66.3,40.1,63.6,9,"4,489",-22
109/02/27,69,56.2,32.6,54,-15,"4,280",-5
109/02/28,55.8,46.8,28.5,44.9,-17,"4,795",12
109/02/29,58.7,45.3,30.9,45.1,0,"6,529",36
109/03/01,57.1,42.8,25,42.1,-7,"6,981",7
109/03/03,50.5,29.4,14.8,30.7,-27,"10,471",50
109/03/04,47,25.2,12.5,27,-12,"7,910",-24
109/03/05,35.7,20.7,11.2,21.8,-19,"7,395",-7
109/03/06,32.3,25.2,15.2,24.6,13,"6,086",-18
109/03/07,33.4,25.3,12.7,24.4,-1,"6,938",14
109/03/08,33.1,27.6,17,26.6,9,"7,063",2
109/03/10,33.1,26.4,18.6,26.2,-2,"8,338",18
109/03/11,33.7,27.6,18.3,26.9,3,"6,985",-16
109/03/12,33.7,25.4,15.4,25,-7,"7,431",6
109/03/13,32.6,23.8,14.3,23.7,-5,"6,873",-8
109/03/14,32.4,21.8,10.4,21.6,-9,"8,740",27
109/03/15,34.2,25.4,17.7,25.6,19,"8,658",-1
109/03/17,32.9,25,16.8,25,-2,"9,881",14
109/03/18,36.2,29,19.8,28.6,14,"8,151",-18
109/03/19,34,26.9,17.8,26.5,-7,"7,260",-11
109/03/20,36.4,27.4,18,27.3,3,"6,785",-7
109/03/21,46.3,33.9,23,34.2,25,"5,442",-20
109/03/22,49.7,36.2,25,36.7,7,"6,740",24
109/03/24,44.9,30.6,18.1,31,-16,"11,973",78
109/03/25,49.4,29.9,17.6,31.4,1,"10,172",-15
109/03/26,33.4,19.5,10.3,20.4,-35,"12,434",22
109/03/27,32.5,18.5,9.2,19.4,-5,"11,361",-9
109/03/28,26.5,17.4,7.9,17.3,-11,"11,827",4
109/03/29,25.4,17,10.2,17.3,0,"12,558",6
109/03/31,25.7,18,10.8,18.1,5,"14,810",18
109/04/01,25.3,19.6,14,19.6,8,"9,365",-37
109/04/02,33.6,23.8,16.3,24.2,23,"8,995",-4
109/04/03,40.5,31.5,23.8,31.8,31,"9,750",8
109/04/04,35.2,24.3,17.7,25.2,-21,"10,853",11
109/04/07,38.6,30.8,22.8,30.8,22,"12,918",19
109/04/08,37.2,30.6,22.9,30.4,-1,"10,415",-19
109/04/09,40,33.4,21.4,32.3,6,"8,610",-17
109/04/10,40.6,34.5,21.4,33.1,2,"7,196",-16
109/04/11,48,36.9,28.3,37.4,13,"7,402",3
109/04/12,50.2,37.5,26.4,37.8,1,"9,994",35
109/04/14,53.3,43.7,30.4,43,14,"10,733",7
109/04/15,52.4,42.2,29.1,41.6,-3,"8,654",-19
109/04/16,55.4,44.7,32.2,44.3,6,"6,592",-24
109/04/17,53.8,42.8,29.8,42.4,-4,"6,454",-2
109/04/18,59.7,47.1,31.6,46.5,10,"7,635",18
109/04/19,56.2,44,28.1,43.2,-7,"9,791",28
109/04/21,59.4,39.7,23.8,40.5,-6,"13,910",42
109/04/22,52.8,29.4,16.4,31.5,-22,"14,151",2
109/04/23,45.7,22.8,10.6,25,-21,"13,821",-2
109/04/24,34.4,16.3,10.3,18.7,-25,"14,178",3
109/04/25,29.8,18.4,11,19.2,3,"14,625",3
109/04/26,27.5,18,11.2,18.6,-3,"18,483",26
109/04/28,25.1,16,10.3,16.7,-10,"20,827",13
109/04/29,23.8,17.8,11.5,17.7,6,"13,307",-36
109/04/30,23,17.5,11.9,17.5,-1,"12,899",-3
109/05/01,25.1,17,11.2,17.5,0,"14,212",10
109/05/02,26.1,19.6,13.1,19.6,12,"14,446",2
109/05/03,31,21.5,14.7,22.1,13,"13,542",-6
109/05/05,25.3,16.1,9.6,16.6,-25,"23,596",74
109/05/06,27.1,13.4,6.7,14.8,-11,"20,096",-15
109/05/07,20.9,11,5.3,11.8,-20,"20,554",2
109/05/08,19.3,10.5,5.9,11.3,-4,"17,727",-14
109/05/09,20.5,12.6,7,13,15,"17,492",-1
109/05/10,19.9,12.1,6.2,12.5,-4,"21,972",26
109/05/12,20,12.1,6.8,12.6,1,"23,258",6
109/05/13,18.2,11.3,7.1,11.9,-6,"16,480",-29
109/05/14,19.2,11.7,8.5,12.6,6,"15,713",-5
109/05/15,18.6,11,7.2,11.7,-7,"18,735",19
109/05/16,18.8,12.1,8,12.6,8,"19,252",3
109/05/17,22.9,14.3,8.7,14.9,18,"19,319",0
109/05/19,23.3,16.6,11.3,16.9,13,"19,071",-1
109/05/20,26.1,20.4,14.9,20.4,21,"15,632",-18
109/05/21,31.1,19.9,12,20.6,1,"15,489",-1
109/05/22,32.6,19.3,8.9,19.9,-3,"17,266",11
109/05/23,37.3,26.4,14.3,26.1,31,"14,666",-15
109/05/24,53.5,33.6,20,34.8,33,"12,912",-12
109/05/26,58.2,41.3,26.8,41.8,20,"13,450",4
109/05/27,60,48.6,23.8,45.9,10,"10,689",-21
109/05/28,64.4,53.2,31.6,51.1,11,"9,030",-16
109/05/29,72.2,53.8,30.9,52.9,4,"9,120",1
109/05/30,71.6,58.2,34.6,56.1,6,"10,383",14
109/05/31,79.8,65.7,44.7,64.3,15,"12,324",19
109/06/02,76.9,53.3,31.7,53.7,-16,"16,802",36
109/06/03,70.9,46.7,30,48.2,-10,"16,646",-1
109/06/04,59.2,39.9,27,41.2,-15,"16,542",-1
109/06/05,54,39.7,28.1,40.3,-2,"16,045",-3
109/06/06,51.1,40.4,30.9,40.7,1,"18,185",13
109/06/07,49.2,40,30.9,40,-2,"21,537",18
109/06/09,45.8,31.7,23.2,32.8,-18,"29,978",39
109/06/10,45,31,22.2,32.1,-2,"22,528",-25
109/06/11,37.4,26.2,18.2,26.8,-17,"23,684",5
109/06/12,38.1,28.2,17.9,28.1,5,"18,228",-23
109/06/13,44,32.3,22.3,32.6,16,"14,806",-19
109/06/14,52.8,36.8,26.3,37.9,16,"16,795",13
109/06/16,50.9,42,31.7,41.7,10,"18,083",8
109/06/17,54.6,42.7,27.8,42.1,1,"15,515",-14
109/06/18,52.8,39,26.8,39.3,-7,"14,708",-5
109/06/19,52.4,37.8,24.4,38,-3,"14,181",-4
109/06/20,49.6,38.4,27.5,38.5,1,"16,294",15
109/06/21,46.9,36.3,25.3,36.2,-6,"19,497",20
109/06/23,42.5,25.3,16.5,27,-25,"31,925",64
109/06/24,39.1,21.2,12.6,23.1,-14,"25,869",-19
109/06/25,32.2,20.3,12,21,-9,"26,621",3
109/06/28,32.9,16,8.7,17.9,-15,"35,271",32
109/06/30,29.7,15.9,9.7,17.4,-3,"27,702",-21
109/07/01,24.3,15.4,10.2,16.1,-7,"20,098",-27
109/07/02,26.1,17.8,10.1,17.9,11,"19,258",-4
109/07/03,25.6,16.3,9.2,16.7,-7,"18,787",-2
109/07/04,25.6,15.1,8.2,15.8,-5,"23,750",26
109/07/05,27.5,16.4,8.6,17.1,8,"24,501",3
109/07/07,27,18.6,11.3,18.8,10,"23,210",-5
109/07/08,28.5,19.1,11.2,19.4,3,"19,219",-17
109/07/09,28.6,20.3,13.2,20.6,6,"15,766",-18
109/07/10,29.5,20.2,13.8,20.8,1,"16,485",5
109/07/11,29.3,21.6,14.7,21.8,5,"18,300",11
109/07/12,31.2,22.6,14.7,22.7,4,"20,454",12
109/07/14,29,21.2,14.6,21.4,-6,"25,996",27
109/07/15,30.4,24.4,17.1,24.2,13,"21,915",-16
109/07/17,29,20.6,10.1,20.2,-17,"28,168",29
109/07/18,31.8,22.3,11.7,22.1,9,"19,770",-30
109/07/19,29,20.1,10.6,20,-10,"21,877",11
109/07/21,31,22.4,13.1,22.2,11,"24,753",13
109/07/22,31.6,24,15.4,23.8,7,"16,099",-35
109/07/23,30.2,22.6,14.9,22.6,-5,"16,714",4
109/07/24,32.6,25,18.8,25.3,12,"14,167",-15
109/07/25,37.3,29.3,21.3,29.3,16,"15,658",11
109/07/26,36.1,28.6,16.4,27.7,-5,"17,399",11
109/07/28,36.4,24.5,15.5,25.1,-9,"28,027",61
109/07/29,35.7,23.6,16.2,24.5,-2,"20,567",-27
