
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"13","13.6 / 2016/01/13 20:45:00","18.6 / 2016/02/13 06:31:00","14.7 / 2016/03/13 03:25:00","20.9 / 2016/04/13 07:00:00","24.2 / 2016/05/13 04:12:00","24.7 / 2016/06/13 06:21:00","26.2 / 2016/07/13 05:30:00","26.2 / 2016/08/13 03:00:00","25.8 / 2016/09/13 02:33:00","23.0 / 2016/10/13 00:10:00","20.9 / 2016/11/13 06:02:00","17.4 / 2016/12/13 04:30:00"
"14","13.3 / 2016/01/14 03:03:00","11.2 / 2016/02/14 23:51:00","13.5 / 2016/03/14 05:16:00","19.5 / 2016/04/14 23:57:00","25.8 / 2016/05/14 00:26:00","24.5 / 2016/06/14 13:04:00","27.0 / 2016/07/14 05:10:00","26.9 / 2016/08/14 05:30:00","25.6 / 2016/09/14 12:57:00","23.9 / 2016/10/14 00:13:00","22.1 / 2016/11/14 05:59:00","16.1 / 2016/12/14 23:51:00"
"15","14.3 / 2016/01/15 03:21:00","9.7 / 2016/02/15 05:42:00","13.0 / 2016/03/15 09:01:00","18.3 / 2016/04/15 02:39:00","26.3 / 2016/05/15 05:53:00","24.1 / 2016/06/15 02:31:00","26.9 / 2016/07/15 05:48:00","28.3 / 2016/08/15 05:46:00","26.5 / 2016/09/15 00:47:00","24.8 / 2016/10/15 01:00:00","23.0 / 2016/11/15 22:32:00","13.9 / 2016/12/15 17:53:00"
"16","15.3 / 2016/01/16 02:52:00","11.6 / 2016/02/16 16:58:00","14.6 / 2016/03/16 02:54:00","21.7 / 2016/04/16 05:16:00","19.0 / 2016/05/16 22:16:00","27.3 / 2016/06/16 06:01:00","27.5 / 2016/07/16 05:26:00","27.7 / 2016/08/16 05:32:00","25.0 / 2016/09/16 05:02:00","25.7 / 2016/10/16 00:38:00","22.4 / 2016/11/16 05:47:00","14.4 / 2016/12/16 21:52:00"
"17","13.8 / 2016/01/17 22:55:00","12.3 / 2016/02/17 15:53:00","16.4 / 2016/03/17 03:39:00","20.9 / 2016/04/17 15:17:00","19.0 / 2016/05/17 00:47:00","24.6 / 2016/06/17 17:46:00","27.1 / 2016/07/17 16:38:00","27.5 / 2016/08/17 05:05:00","24.8 / 2016/09/17 22:58:00","25.9 / 2016/10/17 22:15:00","22.9 / 2016/11/17 05:22:00","13.9 / 2016/12/17 02:33:00"
"18","12.8 / 2016/01/18 02:06:00","13.2 / 2016/02/18 00:01:00","17.5 / 2016/03/18 02:43:00","17.1 / 2016/04/18 16:23:00","21.4 / 2016/05/18 04:18:00","25.1 / 2016/06/18 04:51:00","23.9 / 2016/07/18 15:21:00","26.5 / 2016/08/18 11:09:00","23.8 / 2016/09/18 04:07:00","26.2 / 2016/10/18 00:19:00","22.4 / 2016/11/18 05:27:00","15.9 / 2016/12/18 06:31:00"
"19","12.8 / 2016/01/19 17:11:00","14.4 / 2016/02/19 21:52:00","18.8 / 2016/03/19 16:43:00","18.0 / 2016/04/19 00:01:00","23.0 / 2016/05/19 03:47:00","24.9 / 2016/06/19 03:36:00","25.4 / 2016/07/19 05:30:00","26.1 / 2016/08/19 17:04:00","24.1 / 2016/09/19 03:37:00","26.9 / 2016/10/19 01:05:00","21.3 / 2016/11/19 06:11:00","16.7 / 2016/12/19 04:29:00"
"20","12.6 / 2016/01/20 02:30:00","13.4 / 2016/02/20 16:23:00","16.6 / 2016/03/20 19:06:00","20.9 / 2016/04/20 05:08:00","22.6 / 2016/05/20 04:59:00","27.2 / 2016/06/20 23:58:00","26.4 / 2016/07/20 05:20:00","25.8 / 2016/08/20 04:20:00","23.6 / 2016/09/20 06:58:00","26.7 / 2016/10/20 08:36:00","21.8 / 2016/11/20 23:08:00","21.0 / 2016/12/20 00:26:00"
"21","14.7 / 2016/01/21 23:44:00","14.0 / 2016/02/21 05:47:00","16.4 / 2016/03/21 06:02:00","23.1 / 2016/04/21 05:11:00","24.6 / 2016/05/21 00:22:00","26.1 / 2016/06/21 04:35:00","26.0 / 2016/07/21 05:10:00","27.2 / 2016/08/21 04:20:00","24.4 / 2016/09/21 05:44:00","28.7 / 2016/10/21 22:45:00","20.8 / 2016/11/21 06:21:00","22.7 / 2016/12/21 19:40:00"
"22","13.8 / 2016/01/22 07:12:00","14.8 / 2016/02/22 20:53:00","17.9 / 2016/03/22 05:32:00","24.4 / 2016/04/22 23:58:00","25.0 / 2016/05/22 03:24:00","26.5 / 2016/06/22 05:03:00","26.8 / 2016/07/22 05:26:00","27.4 / 2016/08/22 05:38:00","23.9 / 2016/09/22 23:50:00","26.2 / 2016/10/22 23:55:00","21.0 / 2016/11/22 22:55:00","18.1 / 2016/12/22 22:16:00"
"23","7.3 / 2016/01/23 23:12:00","13.4 / 2016/02/23 05:49:00","13.4 / 2016/03/23 23:36:00","23.3 / 2016/04/23 05:19:00","24.9 / 2016/05/23 19:14:00","28.1 / 2016/06/23 05:29:00","27.0 / 2016/07/23 05:46:00","26.8 / 2016/08/23 05:56:00","23.9 / 2016/09/23 00:02:00","25.5 / 2016/10/23 04:11:00","18.6 / 2016/11/23 23:56:00","17.3 / 2016/12/23 05:38:00"
"24","4.0 / 2016/01/24 05:19:00","12.5 / 2016/02/24 18:34:00","11.5 / 2016/03/24 23:39:00","24.1 / 2016/04/24 10:52:00","24.9 / 2016/05/24 23:15:00","27.0 / 2016/06/24 16:37:00","28.1 / 2016/07/24 04:23:00","27.5 / 2016/08/24 05:29:00","24.5 / 2016/09/24 03:27:00","25.3 / 2016/10/24 01:15:00","17.6 / 2016/11/24 05:22:00","17.2 / 2016/12/24 01:32:00"
"25","5.3 / 2016/01/25 05:52:00","12.9 / 2016/02/25 02:32:00","10.9 / 2016/03/25 22:16:00","23.1 / 2016/04/25 03:00:00","24.8 / 2016/05/25 00:39:00","26.8 / 2016/06/25 05:22:00","27.0 / 2016/07/25 05:32:00","26.3 / 2016/08/25 05:08:00","25.6 / 2016/09/25 03:05:00","25.0 / 2016/10/25 05:36:00","19.0 / 2016/11/25 00:01:00","19.7 / 2016/12/25 05:54:00"
"26","8.6 / 2016/01/26 01:29:00","13.2 / 2016/02/26 04:33:00","9.8 / 2016/03/26 03:45:00","22.8 / 2016/04/26 04:52:00","24.5 / 2016/05/26 04:43:00","28.1 / 2016/06/26 03:05:00","27.9 / 2016/07/26 05:24:00","26.9 / 2016/08/26 05:46:00","25.7 / 2016/09/26 03:19:00","27.1 / 2016/10/26 05:00:00","19.1 / 2016/11/26 23:57:00","19.5 / 2016/12/26 06:34:00"
"27","14.1 / 2016/01/27 04:10:00","14.9 / 2016/02/27 08:44:00","11.4 / 2016/03/27 23:44:00","23.4 / 2016/04/27 03:51:00","25.7 / 2016/05/27 04:56:00","27.2 / 2016/06/27 05:30:00","26.9 / 2016/07/27 05:13:00","26.5 / 2016/08/27 14:47:00","24.0 / 2016/09/27 14:51:00","25.2 / 2016/10/27 06:40:00","18.3 / 2016/11/27 19:03:00","12.6 / 2016/12/27 23:52:00"
"28","16.2 / 2016/01/28 04:32:00","14.7 / 2016/02/28 02:59:00","9.4 / 2016/03/28 05:53:00","19.5 / 2016/04/28 23:46:00","25.7 / 2016/05/28 04:19:00","26.6 / 2016/06/28 16:50:00","27.4 / 2016/07/28 05:30:00","24.7 / 2016/08/28 18:41:00","27.0 / 2016/09/28 06:06:00","25.2 / 2016/10/28 04:41:00","18.7 / 2016/11/28 04:53:00","12.6 / 2016/12/28 00:01:00"
"29","17.0 / 2016/01/29 05:15:00","12.9 / 2016/02/29 23:45:00","12.6 / 2016/03/29 06:04:00","19.4 / 2016/04/29 01:46:00","27.0 / 2016/05/29 05:25:00","24.9 / 2016/06/29 21:07:00","28.4 / 2016/07/29 05:44:00","24.7 / 2016/08/29 05:09:00","26.7 / 2016/09/29 00:54:00","22.1 / 2016/10/29 19:57:00","19.3 / 2016/11/29 00:30:00","15.1 / 2016/12/29 06:27:00"
"30","15.6 / 2016/01/30 14:35:00","-- / --","16.5 / 2016/03/30 04:37:00","20.7 / 2016/04/30 00:24:00","28.9 / 2016/05/30 22:45:00","25.0 / 2016/06/30 03:56:00","27.5 / 2016/07/30 05:19:00","25.7 / 2016/08/30 03:38:00","25.8 / 2016/09/30 05:24:00","21.4 / 2016/10/30 03:36:00","20.5 / 2016/11/30 00:20:00","16.0 / 2016/12/30 01:07:00"
"31","16.0 / 2016/01/31 01:22:00","-- / --","17.6 / 2016/03/31 05:40:00","-- / --","27.7 / 2016/05/31 05:08:00","-- / --","28.6 / 2016/07/31 05:24:00","24.6 / 2016/08/31 05:31:00","-- / --","22.4 / 2016/10/31 00:07:00","-- / --","18.0 / 2016/12/31 05:31:00"
"極端值","4.0 / 2016/01/24 05:19:00","6.1 / 2016/02/08 05:35:00","9.4 / 2016/03/28 05:53:00","17.1 / 2016/04/18 16:23:00","19.0 / 2016/05/17 00:47:00","24.1 / 2016/06/15 02:31:00","23.9 / 2016/07/18 15:21:00","24.6 / 2016/08/31 05:31:00","23.6 / 2016/09/20 06:58:00","21.4 / 2016/10/30 03:36:00","17.6 / 2016/11/24 05:22:00","12.6 / 2016/12/28 00:01:00"
