
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"11","16.2 / 2015/01/11 05:06:00","11.8 / 2015/02/11 02:45:00","11.4 / 2015/03/11 01:18:00","15.2 / 2015/04/11 01:19:00","24.7 / 2015/05/11 04:53:00","27.0 / 2015/06/11 05:17:00","28.1 / 2015/07/11 00:04:00","26.2 / 2015/08/11 05:16:00","23.7 / 2015/09/11 05:48:00","20.4 / 2015/10/11 05:12:00","19.8 / 2015/11/11 13:35:00","17.9 / 2015/12/11 19:24:00"
"12","15.4 / 2015/01/12 19:27:00","12.0 / 2015/02/12 23:59:59","13.0 / 2015/03/12 05:21:00","16.3 / 2015/04/12 00:01:00","19.6 / 2015/05/12 08:04:00","28.3 / 2015/06/12 05:41:00","26.9 / 2015/07/12 05:12:00","26.2 / 2015/08/12 04:58:00","24.5 / 2015/09/12 05:08:00","20.7 / 2015/10/12 00:32:00","21.1 / 2015/11/12 02:10:00","16.6 / 2015/12/12 04:57:00"
"13","15.9 / 2015/01/13 00:01:00","10.1 / 2015/02/13 04:20:00","13.6 / 2015/03/13 05:40:00","15.8 / 2015/04/13 23:53:00","21.5 / 2015/05/13 03:51:00","26.5 / 2015/06/13 15:05:00","27.1 / 2015/07/13 04:34:00","25.2 / 2015/08/13 16:17:00","24.7 / 2015/09/13 01:57:00","21.2 / 2015/10/13 05:03:00","21.8 / 2015/11/13 05:51:00","18.6 / 2015/12/13 00:26:00"
"14","14.8 / 2015/01/14 08:21:00","14.4 / 2015/02/14 04:08:00","16.7 / 2015/03/14 02:20:00","14.4 / 2015/04/14 05:36:00","24.2 / 2015/05/14 05:04:00","24.8 / 2015/06/14 15:39:00","26.7 / 2015/07/14 06:12:00","25.7 / 2015/08/14 03:27:00","23.9 / 2015/09/14 01:39:00","21.3 / 2015/10/14 04:36:00","22.5 / 2015/11/14 23:53:00","18.6 / 2015/12/14 23:24:00"
"15","14.7 / 2015/01/15 01:18:00","15.3 / 2015/02/15 23:24:00","18.5 / 2015/03/15 02:27:00","13.6 / 2015/04/15 05:55:00","24.6 / 2015/05/15 03:51:00","25.3 / 2015/06/15 05:04:00","26.3 / 2015/07/15 04:17:00","26.7 / 2015/08/15 03:49:00","25.7 / 2015/09/15 04:05:00","20.5 / 2015/10/15 04:58:00","22.2 / 2015/11/15 01:56:00","16.2 / 2015/12/15 18:03:00"
"16","15.4 / 2015/01/16 02:51:00","15.6 / 2015/02/16 00:01:00","20.2 / 2015/03/16 05:19:00","18.1 / 2015/04/16 05:11:00","25.2 / 2015/05/16 05:40:00","26.5 / 2015/06/16 04:22:00","26.4 / 2015/07/16 05:15:00","26.3 / 2015/08/16 12:49:00","24.3 / 2015/09/16 07:44:00","22.8 / 2015/10/16 02:02:00","24.1 / 2015/11/16 00:12:00","13.2 / 2015/12/16 22:30:00"
"17","14.5 / 2015/01/17 08:12:00","17.9 / 2015/02/17 20:52:00","20.6 / 2015/03/17 05:54:00","19.7 / 2015/04/17 04:23:00","25.8 / 2015/05/17 04:03:00","27.1 / 2015/06/17 05:03:00","27.3 / 2015/07/17 05:08:00","26.5 / 2015/08/17 04:41:00","24.6 / 2015/09/17 23:46:00","22.7 / 2015/10/17 02:52:00","22.7 / 2015/11/17 05:54:00","11.3 / 2015/12/17 16:29:00"
"18","14.8 / 2015/01/18 05:05:00","16.6 / 2015/02/18 23:42:00","22.8 / 2015/03/18 05:09:00","22.0 / 2015/04/18 05:13:00","25.1 / 2015/05/18 05:30:00","28.2 / 2015/06/18 05:56:00","27.1 / 2015/07/18 05:59:00","25.5 / 2015/08/18 17:33:00","22.8 / 2015/09/18 05:33:00","22.6 / 2015/10/18 16:59:00","23.7 / 2015/11/18 05:47:00","12.6 / 2015/12/18 00:07:00"
"19","15.1 / 2015/01/19 04:06:00","16.0 / 2015/02/19 05:37:00","22.2 / 2015/03/19 04:56:00","23.1 / 2015/04/19 23:26:00","26.3 / 2015/05/19 04:40:00","27.5 / 2015/06/19 05:09:00","25.6 / 2015/07/19 23:59:59","25.3 / 2015/08/19 04:01:00","22.4 / 2015/09/19 05:24:00","23.0 / 2015/10/19 00:29:00","23.5 / 2015/11/19 23:15:00","16.6 / 2015/12/19 00:42:00"
"20","15.8 / 2015/01/20 02:46:00","16.4 / 2015/02/20 00:01:00","21.6 / 2015/03/20 16:44:00","18.1 / 2015/04/20 23:34:00","22.3 / 2015/05/20 21:14:00","27.8 / 2015/06/20 05:06:00","25.6 / 2015/07/20 00:01:00","27.7 / 2015/08/20 05:27:00","24.8 / 2015/09/20 03:58:00","22.7 / 2015/10/20 23:59:59","21.5 / 2015/11/20 23:39:00","18.9 / 2015/12/20 07:05:00"
"21","14.5 / 2015/01/21 23:50:00","16.6 / 2015/02/21 05:22:00","18.0 / 2015/03/21 23:00:00","17.2 / 2015/04/21 04:30:00","21.2 / 2015/05/21 19:40:00","24.5 / 2015/06/21 17:22:00","26.8 / 2015/07/21 04:19:00","28.4 / 2015/08/21 17:12:00","24.2 / 2015/09/21 04:23:00","22.4 / 2015/10/21 01:57:00","21.3 / 2015/11/21 02:48:00","19.0 / 2015/12/21 06:42:00"
"22","11.7 / 2015/01/22 23:50:00","17.6 / 2015/02/22 09:10:00","18.1 / 2015/03/22 00:01:00","17.7 / 2015/04/22 01:40:00","21.5 / 2015/05/22 00:01:00","25.8 / 2015/06/22 03:39:00","27.5 / 2015/07/22 04:29:00","26.9 / 2015/08/22 19:49:00","25.1 / 2015/09/22 05:21:00","22.8 / 2015/10/22 20:13:00","23.7 / 2015/11/22 23:50:00","18.8 / 2015/12/22 05:21:00"
"23","10.3 / 2015/01/23 04:36:00","18.0 / 2015/02/23 17:45:00","15.0 / 2015/03/23 15:31:00","19.5 / 2015/04/23 00:13:00","24.0 / 2015/05/23 21:17:00","25.7 / 2015/06/23 22:56:00","25.1 / 2015/07/23 14:04:00","26.1 / 2015/08/23 00:51:00","26.0 / 2015/09/23 05:24:00","23.7 / 2015/10/23 00:01:00","22.6 / 2015/11/23 23:31:00","20.3 / 2015/12/23 06:41:00"
"24","11.6 / 2015/01/24 05:57:00","15.3 / 2015/02/24 07:04:00","14.3 / 2015/03/24 22:21:00","21.5 / 2015/04/24 05:43:00","22.8 / 2015/05/24 21:49:00","25.8 / 2015/06/24 04:32:00","25.2 / 2015/07/24 05:21:00","27.1 / 2015/08/24 00:47:00","25.7 / 2015/09/24 13:44:00","23.5 / 2015/10/24 03:28:00","21.9 / 2015/11/24 05:26:00","19.9 / 2015/12/24 20:46:00"
"25","15.2 / 2015/01/25 01:17:00","17.0 / 2015/02/25 04:39:00","13.9 / 2015/03/25 19:45:00","21.5 / 2015/04/25 00:18:00","22.7 / 2015/05/25 00:14:00","25.9 / 2015/06/25 03:38:00","26.5 / 2015/07/25 04:32:00","24.2 / 2015/08/25 09:16:00","25.2 / 2015/09/25 04:41:00","23.8 / 2015/10/25 04:59:00","18.0 / 2015/11/25 23:43:00","16.3 / 2015/12/25 23:55:00"
"26","17.2 / 2015/01/26 05:29:00","18.0 / 2015/02/26 21:32:00","16.1 / 2015/03/26 00:02:00","21.2 / 2015/04/26 03:53:00","22.6 / 2015/05/26 11:55:00","27.4 / 2015/06/26 05:10:00","26.7 / 2015/07/26 05:21:00","24.6 / 2015/08/26 23:57:00","24.3 / 2015/09/26 19:44:00","23.7 / 2015/10/26 01:57:00","13.5 / 2015/11/26 22:32:00","16.0 / 2015/12/26 00:40:00"
"27","15.2 / 2015/01/27 23:57:00","17.4 / 2015/02/27 23:49:00","15.5 / 2015/03/27 23:52:00","23.0 / 2015/04/27 04:52:00","22.8 / 2015/05/27 02:47:00","28.4 / 2015/06/27 05:48:00","26.3 / 2015/07/27 04:40:00","24.2 / 2015/08/27 02:07:00","22.7 / 2015/09/27 04:27:00","23.1 / 2015/10/27 05:54:00","13.6 / 2015/11/27 00:25:00","15.2 / 2015/12/27 21:42:00"
"28","14.4 / 2015/01/28 06:46:00","17.0 / 2015/02/28 04:36:00","13.9 / 2015/03/28 05:34:00","23.2 / 2015/04/28 06:08:00","25.1 / 2015/05/28 04:40:00","28.7 / 2015/06/28 03:41:00","24.2 / 2015/07/28 19:18:00","24.8 / 2015/08/28 02:41:00","23.8 / 2015/09/28 00:06:00","23.7 / 2015/10/28 05:50:00","17.0 / 2015/11/28 02:52:00","15.0 / 2015/12/28 01:07:00"
"29","14.8 / 2015/01/29 00:05:00","-- / --","14.7 / 2015/03/29 05:38:00","23.9 / 2015/04/29 03:44:00","27.2 / 2015/05/29 04:23:00","28.4 / 2015/06/29 04:03:00","24.3 / 2015/07/29 04:52:00","24.6 / 2015/08/29 03:51:00","27.3 / 2015/09/29 00:09:00","24.1 / 2015/10/29 04:52:00","19.3 / 2015/11/29 05:59:00","16.2 / 2015/12/29 05:39:00"
"30","14.1 / 2015/01/30 23:57:00","-- / --","20.4 / 2015/03/30 02:05:00","22.3 / 2015/04/30 20:16:00","26.6 / 2015/05/30 04:46:00","27.3 / 2015/06/30 05:12:00","25.0 / 2015/07/30 16:03:00","24.9 / 2015/08/30 23:01:00","25.9 / 2015/09/30 05:35:00","22.9 / 2015/10/30 05:52:00","19.7 / 2015/11/30 07:03:00","15.5 / 2015/12/30 12:16:00"
"31","13.7 / 2015/01/31 22:57:00","-- / --","20.6 / 2015/03/31 05:47:00","-- / --","26.4 / 2015/05/31 10:29:00","-- / --","24.7 / 2015/07/31 04:43:00","24.8 / 2015/08/31 03:36:00","-- / --","20.9 / 2015/10/31 17:11:00","-- / --","15.2 / 2015/12/31 04:57:00"
"極端值","10.3 / 2015/01/23 04:36:00","9.8 / 2015/02/09 06:03:00","11.4 / 2015/03/11 01:18:00","13.6 / 2015/04/15 05:55:00","18.1 / 2015/05/05 04:11:00","24.5 / 2015/06/21 17:22:00","24.2 / 2015/07/28 19:18:00","23.9 / 2015/08/08 05:27:00","22.4 / 2015/09/19 05:24:00","20.4 / 2015/10/11 05:12:00","13.5 / 2015/11/26 22:32:00","11.3 / 2015/12/17 16:29:00"
