
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"23","17.2 / 2023/01/23 01:12:00","17.1 / 2023/02/23 00:29:00","21.7 / 2023/03/23 05:40:00","20.5 / 2023/04/23 01:58:00","20.2 / 2023/05/23 00:23:00","25.3 / 2023/06/23 17:27:00","26.8 / 2023/07/23 05:09:00","25.0 / 2023/08/23 16:33:00","27.1 / 2023/09/23 05:21:00","24.0 / 2023/10/23 02:13:00","18.7 / 2023/11/23 06:31:00","12.8 / 2023/12/23 03:42:00"
"24","9.0 / 2023/01/24 22:48:00","14.6 / 2023/02/24 21:17:00","19.9 / 2023/03/24 23:06:00","19.4 / 2023/04/24 23:31:00","21.2 / 2023/05/24 01:40:00","24.7 / 2023/06/24 04:19:00","27.0 / 2023/07/24 03:10:00","26.3 / 2023/08/24 04:14:00","28.1 / 2023/09/24 06:27:00","23.4 / 2023/10/24 05:19:00","18.9 / 2023/11/24 20:00:00","13.8 / 2023/12/24 14:23:00"
"25","8.5 / 2023/01/25 01:31:00","13.3 / 2023/02/25 17:25:00","17.0 / 2023/03/25 20:30:00","19.0 / 2023/04/25 22:39:00","22.8 / 2023/05/25 00:14:00","26.1 / 2023/06/25 03:48:00","28.5 / 2023/07/25 20:49:00","26.7 / 2023/08/25 05:49:00","27.6 / 2023/09/25 05:17:00","24.4 / 2023/10/25 05:02:00","19.2 / 2023/11/25 17:05:00","13.7 / 2023/12/25 05:37:00"
"26","12.8 / 2023/01/26 06:20:00","12.8 / 2023/02/26 05:04:00","16.2 / 2023/03/26 21:50:00","17.9 / 2023/04/26 11:12:00","23.3 / 2023/05/26 05:27:00","27.4 / 2023/06/26 04:49:00","26.5 / 2023/07/26 03:45:00","27.7 / 2023/08/26 05:29:00","26.2 / 2023/09/26 23:18:00","23.9 / 2023/10/26 05:49:00","18.8 / 2023/11/26 06:30:00","15.1 / 2023/12/26 06:32:00"
"27","10.2 / 2023/01/27 20:06:00","13.9 / 2023/02/27 00:01:00","15.6 / 2023/03/27 23:09:00","19.2 / 2023/04/27 00:01:00","25.4 / 2023/05/27 05:47:00","27.0 / 2023/06/27 05:00:00","27.3 / 2023/07/27 08:57:00","26.2 / 2023/08/27 14:45:00","25.2 / 2023/09/27 06:48:00","22.5 / 2023/10/27 14:47:00","19.6 / 2023/11/27 01:06:00","16.9 / 2023/12/27 06:51:00"
"28","9.3 / 2023/01/28 06:26:00","15.6 / 2023/02/28 04:53:00","15.5 / 2023/03/28 02:10:00","20.0 / 2023/04/28 05:09:00","25.2 / 2023/05/28 05:18:00","27.7 / 2023/06/28 03:39:00","27.2 / 2023/07/28 23:19:00","26.5 / 2023/08/28 05:08:00","26.0 / 2023/09/28 05:38:00","20.1 / 2023/10/28 08:10:00","19.8 / 2023/11/28 04:26:00","17.8 / 2023/12/28 07:03:00"
"29","10.9 / 2023/01/29 01:17:00","-- / --","19.2 / 2023/03/29 00:16:00","22.3 / 2023/04/29 23:51:00","26.8 / 2023/05/29 04:06:00","26.9 / 2023/06/29 05:36:00","26.6 / 2023/07/29 04:43:00","27.2 / 2023/08/29 05:20:00","26.8 / 2023/09/29 03:31:00","22.0 / 2023/10/29 08:19:00","21.3 / 2023/11/29 02:43:00","19.1 / 2023/12/29 18:53:00"
"30","11.7 / 2023/01/30 01:11:00","-- / --","17.9 / 2023/03/30 18:49:00","19.5 / 2023/04/30 17:02:00","26.8 / 2023/05/30 05:07:00","25.2 / 2023/06/30 15:55:00","26.9 / 2023/07/30 13:06:00","27.9 / 2023/08/30 21:34:00","27.0 / 2023/09/30 05:45:00","22.6 / 2023/10/30 06:33:00","18.4 / 2023/11/30 23:09:00","18.1 / 2023/12/30 07:25:00"
"31","11.2 / 2023/01/31 05:54:00","-- / --","16.8 / 2023/03/31 03:47:00","-- / --","23.8 / 2023/05/31 19:46:00","-- / --","26.5 / 2023/07/31 05:25:00","27.3 / 2023/08/31 01:07:00","-- / --","22.0 / 2023/10/31 22:51:00","-- / --","16.3 / 2023/12/31 06:28:00"
"極端值","8.5 / 2023/01/25 01:31:00","11.8 / 2023/02/15 05:24:00","12.6 / 2023/03/05 06:00:00","16.5 / 2023/04/07 07:33:00","18.6 / 2023/05/08 05:36:00","22.9 / 2023/06/15 04:18:00","24.8 / 2023/07/11 16:01:00","23.7 / 2023/08/22 15:39:00","23.1 / 2023/09/10 05:20:00","20.1 / 2023/10/28 08:10:00","12.4 / 2023/11/18 05:16:00","9.6 / 2023/12/22 01:12:00"
