
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"16","14.5 / 2018/01/16 05:49:00","17.7 / 2018/02/16 05:12:00","17.9 / 2018/03/16 23:47:00","16.0 / 2018/04/16 23:52:00","25.6 / 2018/05/16 05:02:00","23.4 / 2018/06/16 05:05:00","26.8 / 2018/07/16 08:00:00","27.5 / 2018/08/16 06:03:00","27.4 / 2018/09/16 01:26:00","22.0 / 2018/10/16 22:13:00","22.4 / 2018/11/16 23:30:00","17.6 / 2018/12/16 23:59:59"
"17","17.7 / 2018/01/17 04:59:00","15.9 / 2018/02/17 08:19:00","17.8 / 2018/03/17 00:35:00","15.6 / 2018/04/17 04:29:00","27.5 / 2018/05/17 05:46:00","25.7 / 2018/06/17 00:01:00","28.9 / 2018/07/17 01:36:00","26.9 / 2018/08/17 16:37:00","27.2 / 2018/09/17 05:07:00","20.6 / 2018/10/17 06:56:00","20.7 / 2018/11/17 06:47:00","13.3 / 2018/12/17 23:58:00"
"18","19.7 / 2018/01/18 00:05:00","17.4 / 2018/02/18 05:54:00","19.1 / 2018/03/18 04:51:00","16.7 / 2018/04/18 01:27:00","26.9 / 2018/05/18 05:13:00","26.5 / 2018/06/18 19:18:00","28.5 / 2018/07/18 04:55:00","26.8 / 2018/08/18 01:13:00","27.6 / 2018/09/18 06:11:00","20.9 / 2018/10/18 06:26:00","21.8 / 2018/11/18 06:22:00","12.3 / 2018/12/18 02:33:00"
"19","17.8 / 2018/01/19 06:28:00","16.6 / 2018/02/19 06:19:00","19.9 / 2018/03/19 05:57:00","19.7 / 2018/04/19 05:15:00","27.4 / 2018/05/19 05:16:00","25.8 / 2018/06/19 05:04:00","28.2 / 2018/07/19 05:28:00","26.6 / 2018/08/19 05:53:00","27.7 / 2018/09/19 05:53:00","20.6 / 2018/10/19 10:02:00","20.2 / 2018/11/19 07:08:00","17.1 / 2018/12/19 05:48:00"
"20","17.7 / 2018/01/20 07:51:00","17.2 / 2018/02/20 23:43:00","15.2 / 2018/03/20 20:59:00","21.8 / 2018/04/20 05:32:00","27.2 / 2018/05/20 03:34:00","26.9 / 2018/06/20 05:42:00","27.6 / 2018/07/20 05:02:00","26.2 / 2018/08/20 04:04:00","26.6 / 2018/09/20 05:38:00","21.2 / 2018/10/20 00:21:00","20.8 / 2018/11/20 05:53:00","15.6 / 2018/12/20 05:57:00"
"21","18.3 / 2018/01/21 07:40:00","15.4 / 2018/02/21 05:34:00","13.1 / 2018/03/21 23:38:00","22.9 / 2018/04/21 05:17:00","26.1 / 2018/05/21 23:58:00","26.1 / 2018/06/21 21:55:00","25.9 / 2018/07/21 14:03:00","26.7 / 2018/08/21 05:06:00","26.8 / 2018/09/21 05:14:00","21.1 / 2018/10/21 01:15:00","20.7 / 2018/11/21 06:22:00","18.0 / 2018/12/21 04:30:00"
"22","16.7 / 2018/01/22 17:38:00","13.8 / 2018/02/22 18:44:00","12.0 / 2018/03/22 04:44:00","23.1 / 2018/04/22 04:31:00","25.8 / 2018/05/22 04:51:00","25.9 / 2018/06/22 02:26:00","25.9 / 2018/07/22 04:32:00","27.1 / 2018/08/22 03:20:00","26.6 / 2018/09/22 06:00:00","21.2 / 2018/10/22 03:48:00","17.9 / 2018/11/22 23:56:00","19.1 / 2018/12/22 05:26:00"
"23","16.8 / 2018/01/23 23:35:00","14.2 / 2018/02/23 00:01:00","11.5 / 2018/03/23 06:03:00","24.3 / 2018/04/23 05:20:00","23.5 / 2018/05/23 20:56:00","26.4 / 2018/06/23 04:36:00","28.1 / 2018/07/23 05:09:00","28.3 / 2018/08/23 19:26:00","27.1 / 2018/09/23 05:28:00","22.6 / 2018/10/23 04:17:00","16.8 / 2018/11/23 04:00:00","17.4 / 2018/12/23 23:41:00"
"24","15.7 / 2018/01/24 23:26:00","16.4 / 2018/02/24 23:38:00","17.3 / 2018/03/24 03:39:00","19.9 / 2018/04/24 18:11:00","23.5 / 2018/05/24 04:57:00","26.4 / 2018/06/24 04:25:00","26.6 / 2018/07/24 14:16:00","26.3 / 2018/08/24 05:31:00","24.6 / 2018/09/24 20:38:00","22.5 / 2018/10/24 03:57:00","19.0 / 2018/11/24 05:44:00","15.6 / 2018/12/24 04:58:00"
"25","15.3 / 2018/01/25 04:07:00","15.1 / 2018/02/25 23:57:00","20.1 / 2018/03/25 00:01:00","19.3 / 2018/04/25 05:39:00","25.4 / 2018/05/25 05:16:00","26.9 / 2018/06/25 05:02:00","26.6 / 2018/07/25 04:05:00","26.9 / 2018/08/25 01:39:00","25.3 / 2018/09/25 23:49:00","22.7 / 2018/10/25 05:25:00","21.0 / 2018/11/25 23:54:00","18.6 / 2018/12/25 00:07:00"
"26","13.7 / 2018/01/26 22:58:00","14.9 / 2018/02/26 00:38:00","19.2 / 2018/03/26 06:53:00","19.4 / 2018/04/26 05:03:00","26.5 / 2018/05/26 05:16:00","27.1 / 2018/06/26 03:47:00","27.1 / 2018/07/26 05:09:00","27.1 / 2018/08/26 22:54:00","23.3 / 2018/09/26 05:54:00","22.0 / 2018/10/26 05:46:00","19.3 / 2018/11/26 04:35:00","19.6 / 2018/12/26 23:30:00"
"27","13.7 / 2018/01/27 01:54:00","17.3 / 2018/02/27 07:04:00","18.9 / 2018/03/27 05:55:00","21.1 / 2018/04/27 04:03:00","26.1 / 2018/05/27 05:09:00","26.7 / 2018/06/27 05:16:00","27.7 / 2018/07/27 14:02:00","25.3 / 2018/08/27 20:15:00","23.7 / 2018/09/27 00:02:00","18.6 / 2018/10/27 23:55:00","19.8 / 2018/11/27 06:59:00","15.3 / 2018/12/27 23:51:00"
"28","14.3 / 2018/01/28 19:24:00","16.5 / 2018/02/28 03:59:00","19.5 / 2018/03/28 04:57:00","22.7 / 2018/04/28 01:18:00","27.6 / 2018/05/28 05:07:00","26.7 / 2018/06/28 05:04:00","26.5 / 2018/07/28 05:30:00","25.2 / 2018/08/28 05:50:00","23.8 / 2018/09/28 23:14:00","17.3 / 2018/10/28 06:23:00","18.9 / 2018/11/28 13:48:00","13.4 / 2018/12/28 23:35:00"
"29","11.0 / 2018/01/29 19:49:00","-- / --","21.5 / 2018/03/29 05:57:00","22.5 / 2018/04/29 04:19:00","27.1 / 2018/05/29 16:59:00","26.4 / 2018/06/29 14:38:00","28.5 / 2018/07/29 05:04:00","25.0 / 2018/08/29 04:56:00","21.4 / 2018/09/29 23:18:00","16.1 / 2018/10/29 04:41:00","19.4 / 2018/11/29 00:04:00","12.7 / 2018/12/29 06:47:00"
"30","11.3 / 2018/01/30 02:20:00","-- / --","21.1 / 2018/03/30 09:44:00","23.5 / 2018/04/30 05:10:00","26.0 / 2018/05/30 15:48:00","26.1 / 2018/06/30 14:23:00","29.1 / 2018/07/30 05:14:00","24.5 / 2018/08/30 23:57:00","20.4 / 2018/09/30 04:45:00","20.5 / 2018/10/30 02:32:00","19.7 / 2018/11/30 02:03:00","13.9 / 2018/12/30 01:58:00"
"31","12.5 / 2018/01/31 23:45:00","-- / --","21.1 / 2018/03/31 02:03:00","-- / --","26.5 / 2018/05/31 05:14:00","-- / --","28.3 / 2018/07/31 05:58:00","24.3 / 2018/08/31 01:00:00","-- / --","18.6 / 2018/10/31 20:24:00","-- / --","15.3 / 2018/12/31 06:07:00"
"極端值","8.6 / 2018/01/12 04:01:00","7.6 / 2018/02/05 05:07:00","11.0 / 2018/03/10 05:27:00","13.6 / 2018/04/07 07:04:00","20.0 / 2018/05/03 13:38:00","22.2 / 2018/06/01 21:01:00","24.9 / 2018/07/11 04:50:00","24.3 / 2018/08/31 01:00:00","20.4 / 2018/09/30 04:45:00","16.1 / 2018/10/29 04:41:00","16.8 / 2018/11/23 04:00:00","12.3 / 2018/12/18 02:33:00"
