日期,市場,產品,上價,中價,下價,平均價,增減%,交易量(公斤),增減%
107/02/07,109 台北一,LA1 甘藍 初秋 ,19.6,16.6,12.7,16.4,30,"159,943",-32
107/02/08,109 台北一,LA1 甘藍 初秋 ,20.1,16.9,13.1,16.8,2,"189,061",18
107/02/09,109 台北一,LA1 甘藍 初秋 ,22.2,19.4,15.6,19.2,14,"191,753",1
107/02/10,109 台北一,LA1 甘藍 初秋 ,23.2,18.8,11.6,18.2,-5,"250,114",30
107/02/11,109 台北一,LA1 甘藍 初秋 ,24.8,18.9,10.1,18.3,1,"251,500",1
107/02/12,109 台北一,LA1 甘藍 初秋 ,23.3,18.4,12.4,18.2,-1,"288,864",15
107/02/13,109 台北一,LA1 甘藍 初秋 ,22.6,15.2,8.4,15.4,-15,"275,518",-5
107/02/14,109 台北一,LA1 甘藍 初秋 ,18,11.6,7.8,12.1,-21,"359,353",30
107/02/15,109 台北一,LA1 甘藍 初秋 ,25.6,21,12.4,20.2,67,"45,334",-87
107/02/21,109 台北一,LA1 甘藍 初秋 ,17,12.9,8.8,12.9,-36,"222,202",390
107/02/22,109 台北一,LA1 甘藍 初秋 ,16.6,13.9,10.9,13.8,7,"227,444",2
107/02/23,109 台北一,LA1 甘藍 初秋 ,26.5,21.8,17.9,22,59,"237,400",4
107/02/27,109 台北一,LA1 甘藍 初秋 ,14.3,9.8,5.3,9.8,-55,"373,475",57
107/02/28,109 台北一,LA1 甘藍 初秋 ,13.4,8.3,5.7,8.8,-10,"268,098",-28
107/03/01,109 台北一,LA1 甘藍 初秋 ,11.1,6.8,4.4,7.2,-18,"281,992",5
107/03/02,109 台北一,LA1 甘藍 初秋 ,11.1,6.7,4.7,7.2,0,"246,326",-13
107/03/03,109 台北一,LA1 甘藍 初秋 ,12,8.6,5.9,8.8,22,"207,734",-16
107/03/04,109 台北一,LA1 甘藍 初秋 ,10.6,7,4.9,7.3,-17,"251,214",21
107/03/08,109 台北一,LA1 甘藍 初秋 ,9.6,7.1,5.1,7.2,-1,"273,289",9
107/03/09,109 台北一,LA1 甘藍 初秋 ,10.5,7.2,5.3,7.5,4,"215,092",-21
107/03/10,109 台北一,LA1 甘藍 初秋 ,10.5,7.2,5.3,7.5,0,"279,240",30
107/03/11,109 台北一,LA1 甘藍 初秋 ,10,6.5,4,6.7,-11,"265,049",-5
107/03/13,109 台北一,LA1 甘藍 初秋 ,9.2,6.2,4.3,6.4,-4,"261,754",-1
107/03/14,109 台北一,LA1 甘藍 初秋 ,8.8,6,4.4,6.2,-3,"213,867",-18
107/03/15,109 台北一,LA1 甘藍 初秋 ,8.2,5.5,3.5,5.6,-10,"204,507",-4
107/03/16,109 台北一,LA1 甘藍 初秋 ,8.3,5.2,3.8,5.5,-2,"206,016",1
107/03/17,109 台北一,LA1 甘藍 初秋 ,9.1,6.5,4.3,6.5,18,"186,882",-9
107/03/18,109 台北一,LA1 甘藍 初秋 ,8.1,5.3,3.4,5.5,-15,"247,640",33
107/03/20,109 台北一,LA1 甘藍 初秋 ,8.4,5.4,4,5.7,4,"208,715",-16
107/03/21,109 台北一,LA1 甘藍 初秋 ,7.8,4.8,2.6,5,-12,"233,577",12
107/03/22,109 台北一,LA1 甘藍 初秋 ,7.3,3.9,2,4.2,-16,"244,145",5
107/03/23,109 台北一,LA1 甘藍 初秋 ,7.5,3.9,2,4.2,0,"220,597",-10
107/03/24,109 台北一,LA1 甘藍 初秋 ,8.6,5.1,2.8,5.3,26,"188,402",-15
107/03/25,109 台北一,LA1 甘藍 初秋 ,8.2,4.9,2.6,5.1,-4,"180,055",-4
107/03/27,109 台北一,LA1 甘藍 初秋 ,8.9,5.4,2.7,5.6,10,"191,051",6
107/03/28,109 台北一,LA1 甘藍 初秋 ,9,5.7,3.8,6,7,"180,940",-5
107/03/29,109 台北一,LA1 甘藍 初秋 ,8.9,6,3.6,6.1,2,"168,443",-7
107/03/30,109 台北一,LA1 甘藍 初秋 ,8.6,4.9,2.7,5.2,-15,"224,660",33
107/03/31,109 台北一,LA1 甘藍 初秋 ,9.6,5.6,2.9,5.9,13,"188,195",-16
107/04/01,109 台北一,LA1 甘藍 初秋 ,9.4,5,2.5,5.4,-8,"195,419",4
107/04/03,109 台北一,LA1 甘藍 初秋 ,9,4.9,2,5.1,-6,"261,783",34
107/04/04,109 台北一,LA1 甘藍 初秋 ,10,6.7,4.8,7,37,"198,037",-24
107/04/07,109 台北一,LA1 甘藍 初秋 ,12.6,9,6.2,9.2,31,"193,285",-2
107/04/08,109 台北一,LA1 甘藍 初秋 ,11.4,8.2,5.5,8.3,-10,"205,530",6
107/04/10,109 台北一,LA1 甘藍 初秋 ,9.4,6.4,3.4,6.4,-23,"247,958",21
107/04/11,109 台北一,LA1 甘藍 初秋 ,8.3,5.7,3.1,5.7,-11,"208,522",-16
107/04/12,109 台北一,LA1 甘藍 初秋 ,7.8,5.5,2.6,5.4,-5,"159,024",-24
107/04/13,109 台北一,LA1 甘藍 初秋 ,9.4,6.6,4.5,6.8,26,"143,918",-9
107/04/14,109 台北一,LA1 甘藍 初秋 ,8.3,5.1,2.4,5.2,-24,"219,615",53
107/04/15,109 台北一,LA1 甘藍 初秋 ,8,4.6,1.9,4.7,-10,"234,168",7
107/04/17,109 台北一,LA1 甘藍 初秋 ,12.8,10.9,8.3,10.8,130,"116,110",-50
107/04/18,109 台北一,LA1 甘藍 初秋 ,10.9,7.5,4.8,7.7,-29,"188,728",63
107/04/19,109 台北一,LA1 甘藍 初秋 ,10.3,6.7,3.2,6.7,-13,"187,016",-1
107/04/20,109 台北一,LA1 甘藍 初秋 ,9.6,5.8,2.6,5.9,-12,"169,971",-9
107/04/21,109 台北一,LA1 甘藍 初秋 ,9.1,5.6,2,5.6,-5,"211,808",25
107/04/22,109 台北一,LA1 甘藍 初秋 ,8.9,5.1,2.3,5.3,-5,"211,009",0
107/04/24,109 台北一,LA1 甘藍 初秋 ,8.6,5.2,2.4,5.3,0,"217,013",3
107/04/25,109 台北一,LA1 甘藍 初秋 ,8.7,5.3,2.8,5.5,4,"178,814",-18
107/04/26,109 台北一,LA1 甘藍 初秋 ,9,5.4,2.8,5.6,2,"164,585",-8
107/04/27,109 台北一,LA1 甘藍 初秋 ,9.4,6.8,3.5,6.7,20,"136,835",-17
107/04/28,109 台北一,LA1 甘藍 初秋 ,9.6,6.4,4.3,6.6,-1,"154,870",13
107/04/29,109 台北一,LA1 甘藍 初秋 ,11.2,7.2,5,7.6,15,"161,043",4
107/05/01,109 台北一,LA1 甘藍 初秋 ,8.1,5.7,3.9,5.8,-24,"224,731",40
107/05/02,109 台北一,LA1 甘藍 初秋 ,7.1,5.1,2.8,5,-14,"200,010",-11
107/05/03,109 台北一,LA1 甘藍 初秋 ,7.2,5.1,2.2,4.9,-2,"192,777",-4
107/05/04,109 台北一,LA1 甘藍 初秋 ,7.7,5.3,3,5.3,8,"179,653",-7
107/05/05,109 台北一,LA1 甘藍 初秋 ,7.6,5.5,3,5.4,2,"189,223",5
107/05/06,109 台北一,LA1 甘藍 初秋 ,8.8,7.1,5.2,7.1,31,"158,676",-16
107/05/08,109 台北一,LA1 甘藍 初秋 ,8.8,6,3.9,6.1,-14,"220,541",39
107/05/09,109 台北一,LA1 甘藍 初秋 ,10.1,6.9,4.3,7,15,"172,115",-22
107/05/10,109 台北一,LA1 甘藍 初秋 ,9.6,6.3,3.6,6.4,-9,"185,916",8
107/05/11,109 台北一,LA1 甘藍 初秋 ,7.7,5.5,3.3,5.5,-14,"208,521",12
107/05/12,109 台北一,LA1 甘藍 初秋 ,8.2,6.3,4.2,6.3,15,"186,718",-10
107/05/13,109 台北一,LA1 甘藍 初秋 ,10.6,6.9,4.8,7.2,14,"164,792",-12
107/05/15,109 台北一,LA1 甘藍 初秋 ,8.8,6.3,3.8,6.3,-13,"184,687",12
107/05/16,109 台北一,LA1 甘藍 初秋 ,8.6,6.2,4.5,6.4,2,"172,110",-7
107/05/17,109 台北一,LA1 甘藍 初秋 ,8,5.9,4,5.9,-8,"167,241",-3
107/05/18,109 台北一,LA1 甘藍 初秋 ,8.9,6.5,4.1,6.5,10,"144,523",-14
107/05/19,109 台北一,LA1 甘藍 初秋 ,9.6,6.9,4.7,7,8,"157,883",9
107/05/20,109 台北一,LA1 甘藍 初秋 ,14.3,11,7.8,11,57,"120,594",-24
107/05/22,109 台北一,LA1 甘藍 初秋 ,14,10.3,7.6,10.5,-5,"158,223",31
107/05/23,109 台北一,LA1 甘藍 初秋 ,13.9,11.1,8.3,11.1,6,"158,267",0
107/05/24,109 台北一,LA1 甘藍 初秋 ,15.4,12.5,10.5,12.7,14,"150,697",-5
107/05/25,109 台北一,LA1 甘藍 初秋 ,15.6,13.6,10.8,13.5,6,"148,302",-2
107/05/26,109 台北一,LA1 甘藍 初秋 ,16.9,13.6,8.4,13.2,-2,"160,184",8
107/05/27,109 台北一,LA1 甘藍 初秋 ,18.2,14.6,9.1,14.3,8,"150,228",-6
107/05/29,109 台北一,LA1 甘藍 初秋 ,20.1,17.2,12.8,16.9,18,"134,375",-11
107/05/30,109 台北一,LA1 甘藍 初秋 ,17,12.9,8.6,12.9,-24,"172,072",28
107/05/31,109 台北一,LA1 甘藍 初秋 ,16.3,12.8,8.7,12.7,-2,"146,569",-15
107/06/01,109 台北一,LA1 甘藍 初秋 ,19.8,16.2,10.4,15.7,24,"120,151",-18
107/06/02,109 台北一,LA1 甘藍 初秋 ,20.3,15.9,10.9,15.8,1,"137,349",14
107/06/03,109 台北一,LA1 甘藍 初秋 ,20.3,17.7,13.9,17.5,11,"145,768",6
107/06/05,109 台北一,LA1 甘藍 初秋 ,19.3,16.4,11.8,16.1,-8,"180,081",24
107/06/06,109 台北一,LA1 甘藍 初秋 ,18.8,14.9,8.6,14.4,-11,"149,401",-17
107/06/07,109 台北一,LA1 甘藍 初秋 ,17.8,14.2,7.6,13.6,-6,"129,617",-13
107/06/08,109 台北一,LA1 甘藍 初秋 ,17.3,12.8,6.4,12.4,-9,"151,622",17
107/06/09,109 台北一,LA1 甘藍 初秋 ,16,12.2,6.9,11.9,-4,"159,659",5
107/06/10,109 台北一,LA1 甘藍 初秋 ,15.5,11.4,5.2,10.9,-8,"177,906",11
107/06/12,109 台北一,LA1 甘藍 初秋 ,16,12,7.7,11.9,9,"167,144",-6
107/06/13,109 台北一,LA1 甘藍 初秋 ,17.9,12.3,8.4,12.6,6,"151,599",-9
107/06/14,109 台北一,LA1 甘藍 初秋 ,16.8,13,9.7,13.1,4,"176,295",16
107/06/15,109 台北一,LA1 甘藍 初秋 ,16.1,11.8,7.4,11.8,-10,"196,252",11
107/06/16,109 台北一,LA1 甘藍 初秋 ,15.4,10.4,4.3,10.2,-14,"201,149",2
107/06/17,109 台北一,LA1 甘藍 初秋 ,16.1,10.3,2.8,9.9,-3,"160,780",-20
107/06/18,109 台北一,LA1 甘藍 初秋 ,12.8,7.3,3.3,7.6,-23,"182,794",14
107/06/21,109 台北一,LA1 甘藍 初秋 ,14.1,8.1,2.8,8.2,8,"142,704",-22
107/06/22,109 台北一,LA1 甘藍 初秋 ,14.1,8.7,2.5,8.6,5,"133,826",-6
107/06/23,109 台北一,LA1 甘藍 初秋 ,17.8,10,3,10.2,19,"135,754",1
107/06/24,109 台北一,LA1 甘藍 初秋 ,15.6,9.7,3,9.6,-6,"166,972",23
107/06/26,109 台北一,LA1 甘藍 初秋 ,15.7,9.8,4.7,9.9,3,"168,374",1
107/06/27,109 台北一,LA1 甘藍 初秋 ,14.4,9.7,4.4,9.6,-3,"144,118",-14
107/06/28,109 台北一,LA1 甘藍 初秋 ,12.8,8.8,4.3,8.7,-9,"140,381",-3
107/06/29,109 台北一,LA1 甘藍 初秋 ,15.3,9.9,4.6,9.9,14,"107,880",-23
107/06/30,109 台北一,LA1 甘藍 初秋 ,20.4,14.6,10.3,14.9,51,"99,917",-7
107/07/01,109 台北一,LA1 甘藍 初秋 ,20,15.2,10.7,15.2,2,"131,176",31
107/07/03,109 台北一,LA1 甘藍 初秋 ,17.8,11.9,5.8,11.9,-22,"157,783",20
107/07/04,109 台北一,LA1 甘藍 初秋 ,20.1,14.8,11,15.1,27,"92,629",-41
107/07/05,109 台北一,LA1 甘藍 初秋 ,22.3,16.8,12,17,13,"93,901",1
107/07/06,109 台北一,LA1 甘藍 初秋 ,24,17.5,11,17.5,3,"106,652",14
107/07/07,109 台北一,LA1 甘藍 初秋 ,28.7,20.5,11.5,20.3,16,"94,398",-11
107/07/08,109 台北一,LA1 甘藍 初秋 ,31.7,24,16.4,24,18,"106,494",13
107/07/10,109 台北一,LA1 甘藍 初秋 ,35.5,26.2,16.3,26.1,9,"146,768",38
107/07/11,109 台北一,LA1 甘藍 初秋 ,31.8,21.9,10.3,21.6,-17,"87,421",-40
107/07/12,109 台北一,LA1 甘藍 初秋 ,31.9,23.1,12.1,22.7,5,"76,035",-13
107/07/13,109 台北一,LA1 甘藍 初秋 ,32.2,20.3,10.9,20.8,-8,"74,694",-2
107/07/14,109 台北一,LA1 甘藍 初秋 ,34,22.2,9.2,21.9,5,"80,809",8
107/07/15,109 台北一,LA1 甘藍 初秋 ,27.3,17.1,7.4,17.2,-21,"128,631",59
107/07/17,109 台北一,LA1 甘藍 初秋 ,25.8,18.3,11,18.3,6,"98,505",-23
107/07/18,109 台北一,LA1 甘藍 初秋 ,24.1,17.3,10.5,17.3,-5,"82,838",-16
107/07/19,109 台北一,LA1 甘藍 初秋 ,25.8,17.4,11.5,17.9,3,"75,853",-8
107/07/20,109 台北一,LA1 甘藍 初秋 ,26,19.6,12.5,19.4,8,"68,529",-10
107/07/21,109 台北一,LA1 甘藍 初秋 ,26.4,18.4,8.4,18,-7,"92,463",35
107/07/22,109 台北一,LA1 甘藍 初秋 ,26.7,22.5,14.8,21.8,21,"74,757",-19
107/07/24,109 台北一,LA1 甘藍 初秋 ,27.7,23.1,14.8,22.3,2,"75,058",0
107/07/25,109 台北一,LA1 甘藍 初秋 ,25.4,19.3,12.9,19.2,-14,"87,679",17
107/07/26,109 台北一,LA1 甘藍 初秋 ,25,19.4,13.4,19.3,1,"68,549",-22
107/07/27,109 台北一,LA1 甘藍 初秋 ,28.3,21.3,10.8,20.6,7,"65,537",-4
107/07/28,109 台北一,LA1 甘藍 初秋 ,25.3,20.8,9.3,19.4,-6,"84,661",29
107/07/29,109 台北一,LA1 甘藍 初秋 ,27.1,19.9,7.8,18.9,-3,"92,838",10
107/07/31,109 台北一,LA1 甘藍 初秋 ,26.1,22.3,11.4,20.9,11,"79,851",-14
107/08/01,109 台北一,LA1 甘藍 初秋 ,26.2,22.7,16.2,22.1,6,"60,258",-25
107/08/02,109 台北一,LA1 甘藍 初秋 ,24.8,21.2,15.5,20.8,-6,"66,282",10
107/08/03,109 台北一,LA1 甘藍 初秋 ,25.6,20.4,10.4,19.4,-7,"74,607",13
107/08/04,109 台北一,LA1 甘藍 初秋 ,28.6,22,16.9,22.3,15,"68,045",-9
107/08/05,109 台北一,LA1 甘藍 初秋 ,38.5,29.7,21.2,29.8,34,"47,138",-31
107/08/07,109 台北一,LA1 甘藍 初秋 ,41.9,31.8,18.4,31.1,4,"57,670",22
107/08/08,109 台北一,LA1 甘藍 初秋 ,37.3,27.5,13,26.6,-14,"63,224",10
107/08/09,109 台北一,LA1 甘藍 初秋 ,38.4,29.8,16.8,28.9,9,"51,575",-18
107/08/10,109 台北一,LA1 甘藍 初秋 ,36.7,27.6,15,26.9,-7,"54,798",6
107/08/11,109 台北一,LA1 甘藍 初秋 ,37.9,28.4,13.4,27.3,1,"55,569",1
107/08/12,109 台北一,LA1 甘藍 初秋 ,40.3,32.2,16.5,30.7,12,"52,887",-5
107/08/14,109 台北一,LA1 甘藍 初秋 ,38.9,32,20.5,31,1,"54,800",4
107/08/15,109 台北一,LA1 甘藍 初秋 ,38.3,32.3,24.7,32,3,"37,915",-31
107/08/16,109 台北一,LA1 甘藍 初秋 ,39.9,32.1,22.5,31.8,-1,"32,359",-15
107/08/17,109 台北一,LA1 甘藍 初秋 ,42.5,35.4,23.8,34.5,8,"30,888",-5
107/08/18,109 台北一,LA1 甘藍 初秋 ,46,36.3,21.5,35.3,2,"36,071",17
107/08/19,109 台北一,LA1 甘藍 初秋 ,45.5,36.3,21.8,35.3,0,"43,991",22
107/08/21,109 台北一,LA1 甘藍 初秋 ,43.5,32.4,21.5,32.5,-8,"44,215",1
107/08/22,109 台北一,LA1 甘藍 初秋 ,37.7,30.8,20.3,30.1,-7,"37,134",-16
107/08/23,109 台北一,LA1 甘藍 初秋 ,39.5,30.5,16.8,29.5,-2,"41,803",13
107/08/24,109 台北一,LA1 甘藍 初秋 ,42.5,37,21.5,35,19,"43,722",5
107/08/25,109 台北一,LA1 甘藍 初秋 ,49.8,37,17.5,35.7,2,"49,428",13
107/08/28,109 台北一,LA1 甘藍 初秋 ,43,30.2,19,30.5,-15,"52,383",6
107/08/29,109 台北一,LA1 甘藍 初秋 ,42.8,34.3,21.2,33.4,10,"27,985",-47
107/08/30,109 台北一,LA1 甘藍 初秋 ,40.5,31.8,26.8,32.5,-3,"29,119",4
107/08/31,109 台北一,LA1 甘藍 初秋 ,47.3,35.2,21.9,35,8,"24,143",-17
107/09/01,109 台北一,LA1 甘藍 初秋 ,47.3,36.5,19.2,35.2,1,"32,301",34
107/09/02,109 台北一,LA1 甘藍 初秋 ,52.6,39.7,21.1,38.6,10,"28,687",-11
107/09/04,109 台北一,LA1 甘藍 初秋 ,47.5,36.5,20,35.4,-8,"27,415",-4
107/09/05,109 台北一,LA1 甘藍 初秋 ,48.5,38.5,24.4,37.7,6,"20,125",-27
107/09/06,109 台北一,LA1 甘藍 初秋 ,52.3,44,30.4,42.9,14,"16,602",-18
107/09/07,109 台北一,LA1 甘藍 初秋 ,53.1,41.2,28.3,41,-4,"20,409",23
107/09/08,109 台北一,LA1 甘藍 初秋 ,44.5,39.3,27.3,37.9,-8,"28,611",40
107/09/09,109 台北一,LA1 甘藍 初秋 ,59.2,45.2,23.9,43.7,15,"14,871",-48
107/09/11,109 台北一,LA1 甘藍 初秋 ,54.3,40.5,29.1,41,-6,"34,958",135
107/09/12,109 台北一,LA1 甘藍 初秋 ,53.9,43,33.6,43.3,6,"27,935",-20
107/09/13,109 台北一,LA1 甘藍 初秋 ,55.2,42.5,29.4,42.5,-2,"18,980",-32
107/09/14,109 台北一,LA1 甘藍 初秋 ,43.2,36.9,27.2,36.2,-15,"36,660",93
107/09/15,109 台北一,LA1 甘藍 初秋 ,47,37.4,23.1,36.5,1,"23,646",-35
107/09/16,109 台北一,LA1 甘藍 初秋 ,55.9,44.2,29.7,43.7,20,"11,320",-52
107/09/18,109 台北一,LA1 甘藍 初秋 ,49.5,44.3,30.8,42.6,-3,"22,177",96
107/09/19,109 台北一,LA1 甘藍 初秋 ,43.3,36.9,22.5,35.3,-17,"27,232",23
107/09/20,109 台北一,LA1 甘藍 初秋 ,47.3,39.1,23.6,37.6,7,"17,016",-38
107/09/21,109 台北一,LA1 甘藍 初秋 ,44.9,36,23.9,35.4,-6,"31,841",87
107/09/22,109 台北一,LA1 甘藍 初秋 ,42.2,35,21.9,33.8,-5,"30,762",-3
107/09/23,109 台北一,LA1 甘藍 初秋 ,52.8,41.8,30.8,41.8,24,"21,770",-29
107/09/27,109 台北一,LA1 甘藍 初秋 ,48.8,41.1,30.9,40.6,  -  ,"22,008",  -  
107/09/28,109 台北一,LA1 甘藍 初秋 ,52.7,42.5,35.3,43.1,6,"17,058",-22
107/09/29,109 台北一,LA1 甘藍 初秋 ,55.9,50.5,36.3,48.7,13,"20,237",19
107/09/30,109 台北一,LA1 甘藍 初秋 ,56.6,50.7,36.5,49.1,1,"21,205",5
107/10/02,109 台北一,LA1 甘藍 初秋 ,53.5,44.3,32.4,43.7,-11,"29,905",41
107/10/03,109 台北一,LA1 甘藍 初秋 ,55.2,44.1,35.7,44.6,2,"26,184",-12
107/10/04,109 台北一,LA1 甘藍 初秋 ,56.7,43.6,30.4,43.6,-2,"25,175",-4
107/10/05,109 台北一,LA1 甘藍 初秋 ,53.1,41.4,31.6,41.7,-4,"21,660",-14
107/10/06,109 台北一,LA1 甘藍 初秋 ,58.6,45.3,29.9,44.9,8,"23,156",7
107/10/07,109 台北一,LA1 甘藍 初秋 ,53.9,45,30.2,43.8,-2,"20,948",-10
107/10/09,109 台北一,LA1 甘藍 初秋 ,55.4,42.5,26,41.8,-5,"25,234",20
107/10/10,109 台北一,LA1 甘藍 初秋 ,52.7,33.1,24.1,35.2,-16,"40,565",61
107/10/11,109 台北一,LA1 甘藍 初秋 ,46.7,31,16.9,31.3,-11,"38,606",-5
107/10/12,109 台北一,LA1 甘藍 初秋 ,40.4,26.5,17.3,27.4,-12,"50,940",32
107/10/13,109 台北一,LA1 甘藍 初秋 ,44.1,31.3,21.3,31.9,16,"40,345",-21
107/10/14,109 台北一,LA1 甘藍 初秋 ,46.3,35.9,27.5,36.3,14,"41,380",3
107/10/16,109 台北一,LA1 甘藍 初秋 ,38.8,31.7,20.3,30.8,-15,"51,327",24
107/10/17,109 台北一,LA1 甘藍 初秋 ,37.6,30.3,21,29.9,-3,"38,415",-25
107/10/18,109 台北一,LA1 甘藍 初秋 ,33.1,28.9,20.7,28.1,-6,"41,197",7
107/10/19,109 台北一,LA1 甘藍 初秋 ,34.7,29.2,20.3,28.5,1,"38,255",-7
107/10/20,109 台北一,LA1 甘藍 初秋 ,37.7,29.4,21.5,29.5,4,"43,423",14
107/10/21,109 台北一,LA1 甘藍 初秋 ,37.8,31.6,16.3,29.8,1,"42,945",-1
107/10/23,109 台北一,LA1 甘藍 初秋 ,38.2,27.1,18.4,27.6,-7,"53,680",25
107/10/24,109 台北一,LA1 甘藍 初秋 ,35.9,24.9,14.4,25,-9,"49,751",-7
107/10/25,109 台北一,LA1 甘藍 初秋 ,34.5,25.7,13.2,25,0,"44,050",-11
107/10/26,109 台北一,LA1 甘藍 初秋 ,33.4,24.6,13.6,24.1,-4,"47,880",9
107/10/27,109 台北一,LA1 甘藍 初秋 ,36,23.3,14.4,24,0,"49,032",2
107/10/28,109 台北一,LA1 甘藍 初秋 ,35.2,24.9,12.9,24.5,2,"42,806",-13
107/10/30,109 台北一,LA1 甘藍 初秋 ,33.8,22.1,13.8,22.8,-7,"56,936",33
107/10/31,109 台北一,LA1 甘藍 初秋 ,31.7,22.4,14.1,22.6,-1,"43,998",-23
107/11/01,109 台北一,LA1 甘藍 初秋 ,32.5,17.1,10.5,18.8,-17,"45,760",4
107/11/02,109 台北一,LA1 甘藍 初秋 ,32.1,17.2,9.8,18.7,-1,"55,256",21
107/11/03,109 台北一,LA1 甘藍 初秋 ,29.7,13.3,8.4,15.6,-17,"92,073",67
107/11/04,109 台北一,LA1 甘藍 初秋 ,29.5,13.9,10.3,16.3,4,"98,851",7
107/11/06,109 台北一,LA1 甘藍 初秋 ,23.8,11.2,6.6,12.8,-21,"147,325",49
107/11/07,109 台北一,LA1 甘藍 初秋 ,19.1,8.4,4.3,9.7,-24,"139,494",-5
107/11/08,109 台北一,LA1 甘藍 初秋 ,14.9,6.3,3.5,7.5,-23,"177,549",27
107/11/09,109 台北一,LA1 甘藍 初秋 ,14.9,5,3.3,6.6,-12,"156,283",-12
107/11/10,109 台北一,LA1 甘藍 初秋 ,16.5,4.7,2.4,6.6,0,"179,083",15
107/11/11,109 台北一,LA1 甘藍 初秋 ,22.4,8.2,6.4,10.7,62,"108,007",-40
107/11/13,109 台北一,LA1 甘藍 初秋 ,19.6,7.9,6.2,9.9,-7,"150,232",39
107/11/14,109 台北一,LA1 甘藍 初秋 ,13.4,5.6,3.3,6.7,-32,"203,615",36
107/11/15,109 台北一,LA1 甘藍 初秋 ,14,6.4,4.3,7.5,12,"154,296",-24
107/11/16,109 台北一,LA1 甘藍 初秋 ,14.2,6,4.2,7.3,-3,"179,085",16
107/11/17,109 台北一,LA1 甘藍 初秋 ,13.5,6.3,5,7.5,3,"156,918",-12
107/11/18,109 台北一,LA1 甘藍 初秋 ,13.5,6.4,4.9,7.5,0,"188,170",20
107/11/20,109 台北一,LA1 甘藍 初秋 ,11.4,5.3,3.9,6.3,-16,"218,011",16
107/11/21,109 台北一,LA1 甘藍 初秋 ,10.5,5,3.2,5.7,-10,"214,714",-2
107/11/22,109 台北一,LA1 甘藍 初秋 ,10.1,5.5,3.4,6,5,"209,480",-2
107/11/23,109 台北一,LA1 甘藍 初秋 ,10,5.1,2.7,5.6,-7,"218,617",4
107/11/24,109 台北一,LA1 甘藍 初秋 ,9.5,5.3,3.1,5.7,2,"222,051",2
107/11/25,109 台北一,LA1 甘藍 初秋 ,11.7,5,3.5,6,5,"184,924",-17
107/11/27,109 台北一,LA1 甘藍 初秋 ,13,5.4,4.1,6.7,12,"165,353",-11
107/11/28,109 台北一,LA1 甘藍 初秋 ,9.3,3.8,2,4.6,-31,"271,214",64
107/11/29,109 台北一,LA1 甘藍 初秋 ,11.6,4.8,2.9,5.8,26,"163,513",-40
107/11/30,109 台北一,LA1 甘藍 初秋 ,9.2,3.9,2,4.6,-21,"256,818",57
107/12/01,109 台北一,LA1 甘藍 初秋 ,11,4.2,2.4,5.2,13,"206,523",-20
107/12/02,109 台北一,LA1 甘藍 初秋 ,9.9,4.1,2,4.8,-8,"221,571",7
107/12/04,109 台北一,LA1 甘藍 初秋 ,11.9,6.3,4.6,7,46,"159,896",-28
107/12/05,109 台北一,LA1 甘藍 初秋 ,10.8,6.1,4.8,6.8,-3,"168,804",6
107/12/06,109 台北一,LA1 甘藍 初秋 ,10.2,5.2,3.1,5.8,-15,"195,578",16
107/12/07,109 台北一,LA1 甘藍 初秋 ,9.1,4.5,2.3,5,-14,"217,519",11
107/12/08,109 台北一,LA1 甘藍 初秋 ,10.2,4.5,2.2,5.2,4,"207,451",-5
107/12/09,109 台北一,LA1 甘藍 初秋 ,9.8,3.9,2.4,4.8,-8,"220,005",6
107/12/11,109 台北一,LA1 甘藍 初秋 ,12.5,5.7,3.5,6.6,38,"167,949",-24
107/12/12,109 台北一,LA1 甘藍 初秋 ,12.9,7,5,7.8,18,"147,697",-12
107/12/13,109 台北一,LA1 甘藍 初秋 ,11.6,6.5,4.7,7.2,-8,"169,922",15
107/12/14,109 台北一,LA1 甘藍 初秋 ,11.1,6.1,3.6,6.6,-8,"189,423",11
107/12/15,109 台北一,LA1 甘藍 初秋 ,10,5.9,3.4,6.2,-6,"195,997",3
107/12/16,109 台北一,LA1 甘藍 初秋 ,10.1,5.1,2.3,5.5,-11,"215,790",10
107/12/18,109 台北一,LA1 甘藍 初秋 ,10.4,5.6,2.9,6,9,"221,917",3
107/12/19,109 台北一,LA1 甘藍 初秋 ,9.1,4.7,2.3,5.1,-15,"217,906",-2
107/12/20,109 台北一,LA1 甘藍 初秋 ,9.4,5.4,2.9,5.7,12,"168,461",-23
107/12/21,109 台北一,LA1 甘藍 初秋 ,9.6,5.6,2.6,5.8,2,"171,470",2
107/12/22,109 台北一,LA1 甘藍 初秋 ,10.3,6.2,2.7,6.3,9,"171,466",0
107/12/23,109 台北一,LA1 甘藍 初秋 ,12.8,7.9,5.3,8.3,32,"132,761",-23
107/12/25,109 台北一,LA1 甘藍 初秋 ,11.3,6.7,3.8,7,-16,"194,897",47
107/12/26,109 台北一,LA1 甘藍 初秋 ,10.5,5.9,2.5,6.1,-13,"170,578",-12
107/12/27,109 台北一,LA1 甘藍 初秋 ,9.4,5.8,2.7,5.9,-3,"170,145",0
107/12/28,109 台北一,LA1 甘藍 初秋 ,9.6,5.2,2.8,5.6,-5,"176,992",4
107/12/29,109 台北一,LA1 甘藍 初秋 ,10.2,5.5,2.4,5.8,4,"195,142",10
