year,day_of_year,special_avg,smooth_14day
2023,54,56.164664712840505,60.202062369245695
2024,54,64.68024580696256,67.37234246388007
1996,55,19.39947912807362,20.314604223483393
1998,55,33.31740035812027,35.0618580185435
1999,55,27.47165869487312,28.797716822054042
2000,55,35.861372406543104,37.70827919902053
2001,55,27.386878409388366,29.509872042514278
2002,55,24.850485878096865,25.716529670748592
2004,55,31.775027598346533,34.41306983132979
2006,55,35.007467314240806,36.50763549371043
2007,55,38.34052101844193,39.7821044672441
2008,55,43.8334442021733,46.696950520164975
2009,55,34.554978893545425,36.868881342267514
2010,55,36.542981630731965,38.33806177226559
2011,55,41.67253873927204,43.81058445317497
2012,55,49.03326994991124,51.678613161585574
2013,55,45.5070209958433,46.79019759846543
2015,55,46.792676184771814,49.15131861344542
2017,55,46.89272913313721,49.166385105771106
2019,55,46.149483103709834,48.54292859688872
2021,55,49.43399696116507,50.695619756470066
2022,55,62.112372467037574,65.74314231728182
2023,55,57.067938789177184,60.1467521058173
2024,55,65.7204726041352,67.29722448399177
1996,56,19.89382522550514,20.310430605737785
1998,56,34.16640907298651,35.09021026373491
2000,56,36.77520774102166,37.73256388673122
2002,56,25.483736937674884,25.896602304508644
2003,56,25.743320083673094,26.91893204649565
2004,56,32.58473288915973,34.44010955723124
2006,56,35.89954306191965,36.53742594212943
2007,56,39.31753111308564,39.77385586026646
2009,56,35.43552413138806,36.97830008963335
2010,56,37.47418603258221,38.33019988919107
2011,56,42.734456781494686,43.79910278303162
2012,56,50.28275739666268,51.905375254864744
2014,56,45.23762072127358,46.92377729971639
2015,56,47.98506783135185,49.16652508741995
2016,56,63.61538834932252,65.61417463348899
2017,56,48.08767037314882,49.20628960431501
2020,56,44.572047349961665,46.706745751778726
2021,56,50.69369591065023,50.7290955856961
2022,56,63.6951473822083,66.19322359754696
2023,56,58.52216921684186,60.41067179284166
1996,57,20.809095608678142,20.516380381544643
1998,57,35.73832910191015,35.356571840526485
1999,57,29.467820684078085,29.08936289728624
2000,57,38.467152759078736,37.84570186112578
2001,57,29.37688004310849,29.495583087283443
2002,57,26.656186650449186,26.059038068578047
2003,57,26.9277126361381,27.024894044067572
2004,57,34.08388353610596,34.423531108967644
2005,57,47.37698255961322,46.364639731563706
2006,57,37.55120070752383,36.81729904426443
2008,57,47.01849597295132,46.874352938376795
2009,57,37.06583330431124,37.12415613732905
2010,57,39.19828947776401,38.46522570949837
2011,57,44.70057351317998,43.975001944095546
2012,57,52.596154549183915,51.87979241228363
2014,57,47.31890242461898,47.2121261986441
2015,57,50.19275342840216,49.6632879698682
2016,57,66.54219001819088,65.80614004602072
2017,57,50.300076483558456,49.5811814367421
2019,57,49.502824269464575,48.729704472041554
2020,57,46.62270751181441,46.890208613512236
2021,57,53.02599942466275,50.88505342855302
2022,57,66.62561858570679,66.59922252768214
2023,57,61.214643270275396,60.38089690538333
1996,58,20.749708808087167,20.63894360214144
1997,58,26.313651595326245,25.195481474120758
1998,58,35.636335960846175,35.33190344328144
1999,58,29.38372286340749,29.262925029679128
2000,58,38.35737186455234,37.819149892161576
2001,58,29.293041756721,29.46202592317807
2003,58,26.85086399596815,27.220099968473185
2004,58,33.986611995189946,34.384597142137565
2005,58,47.241774020579136,46.82387688512067
2007,58,41.00907253389822,40.17250494004646
2008,58,46.88431051400861,47.003057088707955
2009,58,36.96005161669848,37.39285590963433
2010,58,39.08642200190155,38.845184708816646
2011,58,44.573003142249384,44.2990479145799
2013,58,48.67437048971029,46.948394800326604
2014,58,47.183859639708004,47.38868271159749
2016,58,66.35228614904584,66.04364147782204
2018,58,47.45550250172925,46.729660919991375
2019,58,49.361548819110325,48.86520899647933
2020,58,46.48965158828543,46.836951567675
2021,58,52.87466923169385,51.399047940754265
2022,58,66.43547662088494,66.8478163514631
2024,58,70.29470535073536,67.49019352258394
1997,59,26.035518817738303,25.188063600958294
1998,59,35.25966330224764,35.26417441597048
1999,59,29.073139726503545,29.350690992073726
2000,59,37.9519381170159,37.74624937036142
2001,59,28.98341711043118,29.39988890160265
2003,59,26.567052934748464,27.16906826580588
2004,59,33.62737676093212,34.312504019806354
2006,59,37.04825398430968,36.76310932217183
2007,59,40.575610564211566,40.383773469042794
2008,59,46.388747841480374,47.12003905970882
2009,59,36.569387410375555,37.31445546410161
2010,59,38.67328226422659,39.04654822107959
2012,59,51.89170134700237,51.780115497401695
2013,59,48.15988705465363,47.38480940337654
2014,59,46.68513076160572,47.69608613144508
2015,59,49.52049048100585,49.92113057614377
2016,59,65.65094883829336,66.17569248860669
2017,59,49.62637609134282,49.50859395313243
2018,59,46.95390238458771,47.15514714772195
2019,59,48.83980197491556,48.79377201871517
2020,59,45.998260422809864,46.73833673252862
2023,59,60.394757256901144,60.26488677424202
2024,59,69.55169704654398,67.66558723303207
1996,60,18.49175082749707,20.628511382903657
1999,60,26.186222013997018,29.335917896134475
2001,60,26.105408714633768,28.987798573765424
2002,60,23.687697477145278,25.951896655841555
2003,60,23.928985756317584,26.923678273615213
2004,60,30.288230369812688,33.8343852161843
2005,60,42.100981845923364,46.73572251522256
2006,60,33.36941978714721,36.42917078370514
2007,60,36.54651532594241,40.21847056079706
2008,60,41.782417081735,47.21138035206682
2009,60,32.938103921778534,36.79450673654718
2011,60,39.72262335645289,43.92173762523685
2012,60,46.73893583354138,51.30081114175574
2013,60,43.3776849162431,47.29398177148368
2014,60,42.04936963727491,47.27528453736024
2015,60,44.60318253124559,49.719386696496876
2017,60,44.69855386459504,49.06128111867714
2018,60,42.291452654681265,47.06659395496049
2019,60,43.99008533876703,48.35354905713071
2020,60,41.43070445849682,46.08432695357969
2022,60,59.20604916154786,66.25532233593906
2023,60,54.39765147102225,59.707042851996356
2024,60,62.6453213324854,67.8025372950521
1996,61,19.195762955871885,20.503151763285597
1997,61,24.343022024984588,25.10805435888928
1998,61,32.96753048667373,34.83716395299529
1999,61,27.18317563218855,29.158395774971815
2000,61,35.48478799062495,37.4886598904493
2001,61,27.099285634279205,28.636796289573475
2002,61,24.589528054073995,26.002949585542872
2003,61,24.84000258481094,26.61101678433409
2005,61,43.703837200860555,46.659785964213825
2006,61,34.63984985437746,36.17771483839752
2007,61,37.93790277645036,40.29723746836853
2008,61,43.3731441390462,46.896528093575604
2011,61,41.23493059413335,43.632242476621705
2012,61,48.51836591569543,50.67237917895418
2013,61,45.02914650940095,47.21574246116692
2014,61,43.65026002841825,46.95842065242681
2016,61,61.38316292905515,66.0364075402246
2017,61,46.400303165407415,48.460283268842474
2018,61,43.90155955441363,46.99031385623265
2019,61,45.6648620484274,48.0220608693354
2020,61,43.0080412233056,45.527267224709696
2021,61,48.914884846294555,51.42852334078355
2022,61,61.46012326581844,65.80917394154652
2023,61,56.46866176896326,58.97563503801705
2024,61,65.03033432641058,67.84172363116087
1996,62,19.27538228311525,20.374072528435125
1998,62,33.10427173547213,34.58002616655126
2000,62,35.63197020753823,37.0525253413105
2001,62,27.211686839479388,28.42542921963082
2002,62,24.69151939900766,25.84965060425184
2004,62,31.571765405202715,33.436457555708344
2005,62,43.88511002257049,46.10666202778252
2006,62,34.7835274746709,35.90753341495396
2007,62,38.09525991318043,40.06072045042663
2008,62,43.553045326861394,46.36343975530475
2009,62,34.333933584546045,36.3617649594914
2010,62,36.309219234545616,39.13233509118229
2011,62,41.405962995417894,43.34512843596787
2012,62,48.71960822432549,50.293949098530454
2013,62,45.215916389799204,47.322572958425745
2015,62,46.493347350046264,49.43072958024591
2016,62,61.637765267483495,66.34466643736735
2017,62,46.59276026807172,48.09837350277407
2018,62,44.083652480060415,47.094469182309226
2019,62,45.854268721312195,47.44411783571268
2021,62,49.117771818414475,51.35802438587306
2022,62,61.7150448168903,65.05378312005888
2023,62,56.70287995923335,58.535194808604125
2024,62,65.30006423927638,67.74799816043969
1996,63,20.261668087842494,20.310863642719543
1997,63,25.694744911110742,25.12033188925337
1998,63,34.79815633962498,34.703160031358586
2000,63,37.455192486296546,36.90598379259047
2003,63,26.21932188012522,26.387800569521193
2004,63,33.187234483427275,33.306614177097615
2005,63,46.130630262761514,45.926178266963255
2006,63,36.56333650168354,36.036913399622186
2007,63,40.04452418861208,39.94484546885956
2009,63,36.09073772038666,36.220561771123634
2010,63,38.16709509847241,39.039612247391425
2011,63,43.52462984900427,42.9896536859495
2012,63,51.21250083199206,50.47516539896735
2014,63,46.074078049254474,46.58212402604067
2015,63,48.87232628971545,49.289309997351445
2016,63,64.79165617483436,66.62511884416936
2017,63,48.97682598363022,48.27167882994432
2018,63,46.3393317720711,46.98189277034522
2020,63,45.39619802443457,45.34965689292632
2021,63,51.631037723743376,51.6535926910914
2022,63,64.87288997642959,64.50149267522137
2023,63,59.60426187578989,58.74610549743842
2024,63,68.64134823878452,68.14094410654664
1996,64,20.130145331644016,20.135987881522997
1998,64,34.57227417569993,34.69674427307631
1999,64,28.506357226305173,29.06206575543583
2000,64,37.212062940970604,37.02115322865099
2001,64,28.41838375769814,28.513382667315714
2002,64,25.786459986141477,25.762511789056724
2003,64,26.04912673802839,26.27306200115368
2004,64,32.971809152652824,33.30049542550558
2005,64,45.83118662312496,46.068023451030115
2006,64,36.325996181446065,36.03017219394742
2008,64,45.48439658358381,45.95245479329934
2009,64,35.85646513840365,36.21390769878765
2010,64,37.91934444331028,38.91147341990051
2011,64,43.24210230707427,42.79918523140925
2012,64,50.88006969986419,50.465723317520215
2013,64,47.22100733781231,47.11457862397833
2014,64,45.775001501949966,46.168513234953096
2015,64,48.55508572355932,49.11418643447574
2016,64,64.37107988457859,66.06591068106863
2017,64,48.658907087945344,48.26264894129515
2019,64,47.88766727832134,47.23318706474164
2020,64,45.10152173918399,45.48924380140846
2021,64,51.29588978047561,51.504221511067094
2022,64,64.45178638045368,64.21760194167037
2023,64,59.217358054786935,58.7351162216545
1998,65,34.19621775684888,34.66026538900682
1999,65,28.196282206116084,28.937103699145585
2000,65,36.80729248657345,36.985335415605334
2001,65,28.10926566002419,28.483397051637926
2002,65,25.50597037333926,25.7376914880603
2003,65,25.765779994174746,26.24557630352329
2004,65,32.613161630364516,33.265705269742945
2005,65,45.33266252182934,46.02390945292335
2008,65,44.989644655900506,45.7167702834901
2009,65,35.466440062122054,36.176073802519255
2010,65,37.50688060584154,38.74524806822908
2011,65,42.771740708802014,42.89942007460626
2013,65,46.70736560213273,47.22403653683601
2014,65,45.277088548632484,46.12021380967998
2015,65,48.02693268504613,48.65465067230987
2016,65,63.67088996776994,65.43425708498421
2019,65,47.36677401650422,47.344190289946255
2020,65,44.6109344939315,45.441654997313016
2021,65,50.73792392278893,51.291025329975675
2022,65,63.75071858689146,64.14959573439872
2024,65,67.4539900501656,67.78757699948802
1998,66,32.7401815127125,34.411106370976945
1999,66,26.995716426183296,28.581558711892338
2000,66,35.24007963601643,36.834127387276574
2001,66,26.91240494612678,28.278588523420222
2002,66,24.419955025983697,25.632910418054365
2003,66,24.668702247252025,26.057842780249754
2004,66,31.224530124174684,33.02808064749818
2006,66,34.40096831832346,35.88256462195154
2007,66,37.67627737888068,39.448632982813756
2008,66,43.07403651187739,45.68537359352905
2009,66,33.95631919003826,35.91765974510135
2010,66,35.90988008505548,38.27229978059914
2012,66,48.183776076954935,50.25897651520639
2013,66,44.718618844570244,47.03653145155499
2014,66,43.349241369025094,45.790317825210494
2016,66,60.9598555443526,65.17865252455961
2017,66,46.080319801157266,48.06492764287983
2019,66,45.34995039506631,47.15403803265334
2020,66,42.71145139992913,45.11661271600175
2021,66,48.577560554269354,51.08733970931439
2023,66,56.079245512282256,58.49449156269629
2024,66,64.58187550746928,67.74050323332608
1996,67,19.108244647319317,19.881104313301257
1997,67,24.232036068470013,25.125995022149603
1999,67,27.059240701449642,28.22061735120467
2000,67,35.323003922368585,36.571866831630516
2001,67,26.975733179128184,27.922158634479235
2002,67,24.47741821460861,25.45117442199206
2003,67,24.72675076899817,25.73112865641328
2004,67,31.29800532354915,32.614540652589774
2005,67,43.50458042123325,45.844973451102824
2006,67,34.48191807147624,35.62654882519082
2007,67,37.764934341246224,38.94488910700427
2008,67,43.17539507221399,45.51200413606383
2009,67,34.03622262853962,35.46793973301109
2011,67,41.0469301803349,42.73459740178358
2012,67,48.29715848942967,49.9003875444212
2013,67,44.82384731149317,46.703730562708095
2014,67,43.451247520587806,45.21619725450091
2017,67,46.188752519637404,47.721992825472434
2018,67,43.70140130887504,46.65937919164078
2019,67,45.456664463577454,46.96707303456685
2020,67,42.81195675244212,44.550939082989025
2022,67,61.17991111462539,63.69535697490472
2023,67,56.21120694543748,58.07714363839615
2024,67,64.73384468554875,67.48056649125343
1996,68,19.11482759018687,19.719914381931737
1997,68,24.24038419839756,25.16793014419367
1998,68,32.828529023600616,33.97830053338338
1999,68,27.06856282594955,27.992355821583207
2001,68,26.98502653461981,27.67244645098407
2002,68,24.48585088064497,25.128357058108048
2003,68,24.73526933209053,25.502235121462213
2005,68,43.51956809658887,45.523038191017235
2006,68,34.493797367603,35.30735249434217
2007,68,37.77794466269405,38.62631839122195
2008,68,43.1902693405882,45.192504857889276
2010,68,36.0067808466036,38.00594023560162
2011,68,41.06107117555726,42.19325510497066
2012,68,48.31379724620033,49.45330464873408
2013,68,44.839289484827326,46.11257686743808
2014,68,43.46621682233327,44.8139725652995
2016,68,61.124352234737515,64.9288359222685
2017,68,46.20466491371506,47.29442727357408
2018,68,43.716456790598144,46.327469459191555
2019,68,45.47232464747379,46.63069229132073
2020,68,42.826705813412985,44.15463225679961
2021,68,48.70864432844819,50.88826638446984
2022,68,61.200988082549074,62.88849338105991
2023,68,56.2305721550979,57.556801035285574
2024,68,64.75614601196712,66.62683228970295
1997,69,25.026902752524734,25.31458618793568
1998,69,33.893703856245025,34.000646687706
1999,69,27.946846219559035,27.80460514381289
2000,69,36.48167993784208,36.59591924128444
2001,69,27.860599457861497,27.69081497328091
2002,69,25.28033399913001,24.958520368654526
2004,69,32.32465209969136,32.39737928515937
2005,69,44.93163101999051,45.050145119253195
2006,69,35.61300453073519,35.330832185393675
2007,69,39.00371130776078,38.69367284019987
2008,69,44.59164763212404,44.72319001787394
2009,69,35.152689249093136,35.23177923103118
2010,69,37.175079210955296,37.61468274055723
2011,69,42.393364181624676,42.22120509421573
2012,69,49.881416704846814,49.48619151882196
2013,69,46.29417290767454,45.80156637731168
2015,69,47.602066553829545,48.147846978601045
2016,69,63.107630913332216,64.61833233561255
2017,69,47.70385015535277,47.32587847176345
2018,69,45.13490808679407,45.86297618697057
2019,69,46.94774792219634,46.66164499051875
2021,69,50.289075240646284,50.64083294407851
2023,69,58.055064207170865,57.59507679970145
2024,69,66.8572641260747,66.17767618260868
1998,70,33.906587157006534,34.08039927428536
1999,70,27.957469066407203,27.823789303464594
2000,70,36.495546951518655,36.68176138914009
2003,70,25.547552400463033,25.519765618332176
2004,70,32.33693898981047,32.41956859703
2005,70,44.94870993584434,44.74950829164447
2006,70,35.62654135310008,35.41463032203979
2007,70,39.018536968176186,38.631571964479086
2009,70,35.16605110149182,35.25590985376561
2010,70,37.189209791913306,37.36594487757798
2011,70,42.40947827949254,42.32095755743501
2012,70,49.900377078624324,49.603563524588196
2014,70,44.893606655731354,44.844778147713946
2015,70,47.62016052617565,47.86719605887952
2016,70,63.13161868973018,63.9558552713281
2017,70,47.721982816558516,47.43812661837558
2018,70,45.152064270083784,45.38366496731652
2020,70,44.233094704488195,44.18498460195231
2021,70,50.30819056908873,50.304349542507836
2022,70,63.21077118697749,62.93186803429757
2023,70,58.077131457657316,57.73168156718835
2024,70,66.88267717167989,66.22357046415995
1997,71,25.77635720677967,25.373866076863244
1998,71,34.908683119857585,34.194062328695175
2000,71,37.57415861163086,36.804103260932074
2001,71,28.69491166054909,27.815208836003507
2002,71,26.037377693591534,25.02926226884615
2003,71,26.302600350369705,25.633788693082725
2004,71,33.292644613104194,32.52796981236983
2005,71,46.27715153197133,44.875240370863544
2006,71,36.67946989158645,35.534059077564486
2008,71,45.92698701754162,44.51899870657756
2009,71,36.20537003014243,35.37379493495111
2010,71,38.28832238680612,37.531926650765
2011,71,43.66287387409212,42.4631243527793
2012,71,51.37516326644333,49.77084161862621
2013,71,47.680496035022166,45.9311112543454
2014,71,46.22041969590001,45.04514595545099
2015,71,49.0275558028701,48.05121943448346
2016,71,64.99744906434981,63.66687671607689
2017,71,49.13238741134352,47.59810220967602
2019,71,48.35364297622889,46.87126042679109
2020,71,45.54038657147919,44.38240443242682
2021,71,51.79502952560717,50.52888355985347
2022,71,65.07894088279077,63.21398846505798
2023,71,59.79357843293663,57.92637011317118
1997,72,24.68275324803057,25.444758733540905
1998,72,33.42762535252678,34.14129206294805
1999,72,27.562544039870993,27.861339880492057
2000,72,35.980013702995805,36.74730368678737
2001,72,27.47748327312441,27.821680611984654
2002,72,24.932699515339568,25.063230006087643
2003,72,25.186669668706347,25.59402794915653
2004,72,31.88014991286232,32.477642456920016
2005,72,44.31376796659752,44.935612430677736
2007,72,38.467364159544644,38.68397901800894
2008,72,43.97845975230835,44.52935696015862
2009,72,34.66929820760709,35.319064511823896
2010,72,36.66387791623292,37.54056209972935
2011,72,41.81040529848941,42.39712067542178
2013,72,45.65757329226523,45.99331408367487
2014,72,44.25944307111975,44.97527612329715
2015,72,46.947481854340666,47.927379964708166
2016,72,62.239826370221785,63.56862228899826
2018,72,44.514249733379046,45.07200166962
2019,72,46.30216087755451,46.882165982065715
2020,72,43.608261460160705,44.313562583155324
2021,72,49.59754099461209,50.540565276528255
2022,72,62.31786076546918,63.228666200660236
2024,72,65.93789769274716,66.31340274171599
1996,73,18.320821413759074,19.652978731888453
1997,73,23.233468772051186,25.41325080996514
1998,73,31.46487273715,33.83604517975089
1999,73,25.944168375127422,27.752233429081652
2000,73,33.86739381893008,36.418749476776746
2001,73,25.864102077495442,27.57076790015515
2002,73,23.46873907345801,24.964533805756297
2003,73,23.707796992482947,25.364033974609733
2004,73,30.008259613740467,32.18652646246534
2006,73,33.0609679042399,35.33130370915879
2007,73,36.208695803220905,38.531705788350294
2008,73,41.39619924206362,44.12776433652379
2009,73,32.63363892841409,35.00247919925982
2010,73,34.51110393031466,37.32891337813881
2012,73,46.306902167541224,49.486851959403246
2013,73,42.976721139410266,45.81257837964394
2014,73,41.66068420844769,44.57111767928491
2015,73,44.190890806571375,47.60214414635227
2016,73,58.58532262667317,63.000274618175574
2017,73,44.28538057028207,47.32651008089983
2018,73,41.90052951950449,44.53775223621028
2019,73,43.58346080832728,46.459354306270185
2020,73,41.04773769186093,43.915350453158645
2021,73,46.68534779282746,50.25425469668378
2023,73,53.894824088077016,57.59584546111655
2024,73,62.06625620508451,66.05238728464094
1997,74,24.03387811916608,25.344596955205102
1999,74,26.837963230915598,27.56438646814147
2000,74,35.03414936632825,36.18137644118932
2001,74,26.755138592992626,27.38948910274598
2002,74,24.277253648001153,24.878356427922455
2003,74,24.524547280546383,25.19786849493675
2004,74,31.042065272341986,31.97620169654763
2005,74,43.14882086321507,44.63360088093502
2006,74,34.19994151144625,35.091928052296105
2007,74,37.45611085140353,38.39874719823014
2008,74,42.822327433831376,43.83762268793971
2009,74,33.75789075171895,34.77375342318985
2011,74,40.71126810527137,42.11217028914259
2012,74,47.902207530441736,49.15157002949309
2013,74,44.457299422654586,45.51135901771139
2014,74,43.09592409340867,44.27912228312067
2015,74,45.713298089183546,47.52504571095311
2017,74,45.81104309174054,47.00586483862712
2018,74,43.344032244195304,44.43959002517023
2019,74,45.08494170009,46.15388236919731
2020,74,42.46186113803393,43.627651135283536
2022,74,60.67961119385871,63.013270758635265
2023,74,55.75153870027916,57.20562370611682
2024,74,64.20448240343583,65.61737135983383
1997,75,24.352000420252224,25.290001353939857
1998,75,32.979689844677985,33.64628474288174
1999,75,27.193201556463887,27.40792066050264
2001,75,27.109280617549786,27.25562221039731
2002,75,24.598597367739632,24.731385764871778
2003,75,24.849164280570267,25.07516216249545
2005,75,43.71995641254672,44.38204248036128
2006,75,34.65262601107998,34.92081176849398
2007,75,37.951895348383395,38.1803773992648
2008,75,43.38914138177476,43.62336508367502
2010,75,36.17257610819489,37.112790994598164
2011,75,41.2501392032094,41.874822864925456
2012,75,48.536260861790616,48.91189570912082
2013,75,45.045754532657504,45.28892098042595
2014,75,43.66635947932735,44.06349576295793
2016,75,61.40580277627663,62.64695437726349
2017,75,46.417416910033275,46.77665346853359
2018,75,43.917751691698015,44.457628213762234
2019,75,45.68170454156125,45.92830398110057
2020,75,43.023903805748866,43.41519709120775
2021,75,48.93292603979018,49.96189231205001
2022,75,61.48279149818958,62.64592596666976
2024,75,65.05431935363397,65.29613009605455
1996,76,19.533476510603464,19.606623873715172
1997,76,24.77129197809171,25.008342166015506
1998,76,33.5475325390522,33.52398968836778
1999,76,27.66141277716387,27.307083021264095
2000,76,36.1090764817237,36.04974346723987
2001,76,27.576046891608616,27.360667794466938
2002,76,25.022134819817214,24.826702717919773
2004,76,31.994506198770935,31.859568084964685
2005,76,44.47272449387633,44.55145266950077
2006,76,35.24927323893282,35.05508701505009
2007,76,38.60534923508549,38.039644447184365
2008,76,44.13621350600782,43.7914933996945
2009,76,34.7936593598889,34.64691570529795
2010,76,36.79539376283237,36.949146120378934
2011,76,41.960382092053365,42.0346627746112
2012,76,49.37195583868127,49.09996856663082
2013,76,45.82135014148254,45.46346849651449
2015,76,47.11588569410613,47.46296127257841
2016,76,62.46308489939276,62.41924981019916
2017,76,47.21662973490276,46.956516030698424
2018,76,44.673925402515856,44.258944135246985
2019,76,46.468249906683084,46.10531573595171
2021,76,49.77545077840693,49.74051956538666
2022,76,62.54139920937199,62.367777580133115
2023,76,57.46212228109666,56.996149779273644
2024,76,66.17442145757809,65.54820867641831
1996,77,19.438602067108725,19.551627891806586
1998,77,33.38459157569954,33.55377976615534
1999,77,27.527060802384213,27.40285722043461
2000,77,35.93369405379527,36.081808186037755
2001,77,27.4421095404563,27.38515521633673
2003,77,25.154245064502067,25.162680684508626
2004,77,31.83910831202765,31.97034508083718
2005,77,44.2567196785143,44.59094427504747
2006,77,35.07806689067616,35.086388231928574
2007,77,38.41784236591089,38.17331066432497
2009,77,34.6246659363617,34.76738442062531
2010,77,36.61667787963956,36.80224580719415
2011,77,41.75657976850644,42.07192342992357
2012,77,49.13215536937418,49.143810670465015
2014,77,44.20246471936624,44.217288268821605
2015,77,46.887042997693975,47.2268390989564
2016,77,62.15970058295643,62.47471678547782
2017,77,46.98729772288921,46.99844421337569
2018,77,44.4569433507552,44.08058991854467
2020,77,43.55212142114478,43.56672687425403
2021,77,49.53369052698739,49.78471997115044
2022,77,62.23763451893654,62.58431939137516
2023,77,57.18302772921357,57.1951052262873
2024,77,65.85301111334337,65.60697130405637
1996,78,19.338249055934895,19.54725431522525
1997,78,24.523715143568186,24.80426608974941
1998,78,33.21224151267218,33.56149189309819
1999,78,27.384950612014165,27.417269718993577
2000,78,35.7481840881893,36.09010917751283
2002,78,24.77205093492376,24.8397400665519
2003,78,25.024384685277653,25.175850834541965
2004,78,31.674736903982414,31.977700187892875
2005,78,44.02824156732698,44.601167956815786
2006,78,34.896974154352655,35.09449156619156
2008,78,43.695093840657464,43.81448980695245
2009,78,34.44591391110772,34.775383015379724
2010,78,36.42764196688626,36.810704573789906
2011,78,41.54100878754684,42.08156955793278
2012,78,48.87850751343499,49.15516061968712
2013,78,45.36338836735887,45.487342914940044
2014,78,43.97426670283299,44.24043160270837
2015,78,46.644985676204946,47.02144589861348
2016,78,61.838797201857936,62.489076209361706
2017,78,46.744722830047934,47.00929868208828
2019,78,46.00382268876004,46.129527210261195
2020,78,43.32728084297299,43.58952970423028
2021,78,49.27796972043068,49.79616267843731
2022,78,61.9163287989702,62.616905500886
2023,78,56.887816736115816,57.22504486679821
1996,79,19.639842432391234,19.529112687145687
1997,79,24.906179452100417,24.703732365233286
1998,79,33.73020940255289,33.48520996902162
2000,79,36.305701757454756,36.00800269688127
2001,79,27.726207138060214,27.421906666235365
2002,79,25.158388211975183,24.87308783890672
2003,79,25.4146572817855,25.11837479180341
2004,79,32.16872634550874,31.904949606612977
2005,79,44.7148924629338,44.500043828256665
2007,79,38.81556750089698,38.236001001785446
2008,79,44.37654906692243,43.87331150267109
2009,79,34.98312177576634,34.69626759076398
2010,79,36.99575625196752,36.72703751332527
2011,79,42.18886956674152,41.98615810919972
2013,79,46.07086180125868,45.54841044433001
2014,79,44.66007582307641,44.13943144369565
2015,79,47.37244650702545,47.21925046831204
2016,79,62.80321603782196,62.34704477100369
2018,79,44.91718897378732,44.26814251276653
2019,79,46.72128413909459,46.19145688295993
2020,79,44.00299977100561,43.49001554327106
2021,79,50.04649375949496,49.68298096670528
2022,79,62.8819567938445,62.700256356382724
2024,79,66.53476199057471,65.69516400057768
1996,80,18.544183312619488,19.36733323742721
1997,80,23.516724177736336,24.523818462376
1998,80,31.84848292379223,33.290653451028206
1999,80,26.260471808349617,27.256849331996754
2000,80,34.28029481403331,35.798590687814325
2001,80,26.179429366697132,27.261981352592436
2002,80,23.754862823311843,24.72797375584746
2003,80,23.996835263990864,24.971782543657874
2004,80,30.374111214902168,31.71939975391651
2006,80,33.464037199141075,34.87311304458138
2007,80,36.65014124211332,38.13277823956637
2008,80,41.900889149764325,43.61734668596971
2009,80,33.031498358030134,34.494484249308734
2010,80,34.93185284388985,36.51364525622381
2012,80,46.87146187613145,48.84508640855422
2013,80,43.50068029078783,45.28267279811398
2014,80,42.1685986366531,43.88183123903159
2015,80,44.72965274633222,47.093272282332464
2016,80,59.299577114052,61.98479457310892
2017,80,44.82529450058792,46.71276071901383
2018,80,42.41136806900886,44.161700263809045
2019,80,44.11481714575358,45.92196758777653
2020,80,41.54817926201305,43.23620536633028
2021,80,47.25452139571698,49.394311796365386
2023,80,54.55189343967389,57.071402972543964
2024,80,62.82294917905308,65.27956406773971
1997,81,23.52282293989616,24.465232813441112
1998,81,31.856742421205023,33.12354806991079
1999,81,26.267282126425954,27.11906361201889
2000,81,34.28918497081107,35.61872586525987
2001,81,26.18621866745096,27.124620853122913
2002,81,23.761023343688905,24.603334682301007
2003,81,24.00305853683097,24.845873868133317
2004,81,30.38198835283667,31.560030234093087
2005,81,42.231306499856835,44.24290953373752
2006,81,33.472715669928185,34.66930729375868
2007,81,36.6596459883046,37.8910012252587
2008,81,41.91175561038521,43.397497468432896
2009,81,33.040064655391355,34.321171720256544
2011,81,39.845585741539416,41.743549783090096
2012,81,46.88361739132588,48.55962552937291
2013,81,43.5119616368154,45.05442965773417
2014,81,42.17953452431136,43.6605773801515
2015,81,44.74125281067492,46.79819560525815
2017,81,44.83691936839846,46.43976159618905
2018,81,42.42236691581978,44.04303700922043
2019,81,44.12625776033334,45.69050214090718
2020,81,41.558954251827856,43.0182067776086
2022,81,59.38932298390158,62.308572999773574
2023,81,54.56604077673249,56.711530036897
1996,82,17.377958826028017,19.126493952994416
1997,82,22.03778174505286,24.204021158722696
1999,82,24.6089779282443,26.94858229073753
2001,82,24.53303216183035,26.9546656542446
2002,82,22.26094409779347,24.449119616001706
2003,82,22.487699142233307,24.690087932060553
2005,82,39.56516264354391,43.83094525671712
2006,82,31.359518550682278,34.452060881784305
2007,82,34.34525180950607,37.65307082744622
2008,82,39.26578561823505,43.12547954745845
2010,82,32.73502478941137,36.17279841219309
2011,82,37.330057039476756,41.354858092424
2012,82,43.92376417271819,48.25533896478458
2013,82,40.76496755093477,44.772025993903064
2014,82,39.516659132698436,43.38682150612817
2016,82,55.57028811226216,61.40618015485837
2017,82,42.00627814467836,46.14875862072627
2018,82,39.74416104683372,43.57195338598918
2019,82,41.340481975011805,45.404111539474705
2020,82,38.93525729010406,42.74847862690681
2022,82,55.63996044394204,61.67915686145132
2023,82,51.1211813480833,56.13323170070389
2024,82,58.8720789564402,64.6665704181879
1996,83,17.903495492035553,19.084475714747164
